id,lat,lng,artdtsch,gattungdeutsch,strname,hausnr,standortnr,pflanzjahr,standalter,bezirk,wassermenge,wassersumme,anzahlG
_00l734zv4,13.52865,52.48706,Birken-Pappel,PAPPEL,Rheingoldstraße,45,31SB23,1965,54,Lichtenberg,25,60,3
_013bn7mt5,13.33245,52.44032,Spitz-Ahorn,AHORN,Calandrellistraße,ggü.19,830,2013,6,Steglitz-Zehlendorf,25,100,4
_01b8pwi8h,13.36696,52.50034,Spitz-Ahorn,AHORN,Pohlstraße,35,219620,2010,9,Mitte,10,20,2
_01e1gmep9,13.37515,52.55373,Krim-Linde,LINDE,Exerzierstraße,11,30588,2003,16,Mitte,50,150,3
_01jcl3rr4,13.43166,52.49144,Robinie,ROBINIE,Manitiusstraße,6,2931,2004,15,Neukölln,50,120,4
_02b1wm4xq,13.33101,52.4651,Sommer-Linde,LINDE,Peschkestraße,6,003432,1980,39,Steglitz-Zehlendorf,10,770,66
_02phtjem2,13.38766,52.53041,Weidenblättrige Birne,BIRNE,Schlegelstraße,12,191600,1998,21,Mitte,50,50,1
_02qnujqgt,13.42913,52.50086,Echte Mehlbeere,MEHLBEERE,Waldemarstraße,118,04669,1953,66,Friedrichshain-Kreuzberg,50,50,1
_02wmcyq3w,13.34376,52.49071,"Sommer-Eiche, Stiel-Eiche",EICHE,Berchtesgadener Straße,34,17650,1996,23,Tempelhof-Schöneberg,50,50,1
_02z9hlxyd,13.30722,52.4177,Winter-Linde,LINDE,Schwatlostraße,17,4075,1987,32,Steglitz-Zehlendorf,25,25,1
_02zhpy38p,13.30896,52.44753,Winter-Linde 'Greenspire',LINDE,Gardeschützenweg,50,001473,2015,4,Steglitz-Zehlendorf,50,50,1
_036vbh4xv,13.31101,52.62184,Krim-Linde,LINDE,Roedernstraße,13,03745-Str,1955,64,Reinickendorf,25,75,3
_03hdq1iv0,13.34246,52.48833,"Oxelbeere, Schwedische Mehlbeere",MEHLBEERE,Münchener Straße,31,17840,2007,12,Tempelhof-Schöneberg,25,25,1
_03vg9bw9p,13.45798,52.52291,Rotblühende Rosskastanie,ROSSKASTANIE,unbekannte Straße,unbekannte Nummer,80101,2007,12,Pankow,25,35,2
_04augqyv9,13.34213,52.49734,Silber-Linde,LINDE,Geisbergstraße,9,17876,1992,27,Tempelhof-Schöneberg,10,10,1
_04daazmfq,13.30352,52.51472,"Oxelbeere, Schwedische Mehlbeere",MEHLBEERE,Thrasoltstraße,24,04481,1987,32,Charlottenburg-Wilmersdorf,10,10,1
_04gn9czjf,13.33882,52.52387,Säulen-Weiss-Dorn,WEIßDORN,Essener Straße,10,224320,2013,6,Mitte,10,50,5
_04rmies2n,13.51773,52.46431,Robinie,ROBINIE,unbekannte Straße,unbekannte Nummer,090061,1953,66,Treptow-Köpenick,25,25,1
_04trbjphq,13.22637,52.58684,Pyramiden-Eiche,EICHE,Sandhauser Straße,10,03884-Str,2018,1,Reinickendorf,25,75,2
_058i9vpka,13.46231,52.54901,Winter-Linde 'Greenspire',LINDE,Solonplatz,unbekannte Nummer,42719,2002,17,Pankow,25,160,10
_05a68tkij,13.3347,52.46614,Rotblühende Rosskastanie,ROSSKASTANIE,Fregestraße,47,1364,1986,33,Steglitz-Zehlendorf,25,105,5
_05lvmfaqx,13.33425,52.48846,Amerikanische Linde,LINDE,Helmstedter Straße,15,01932,1986,33,Charlottenburg-Wilmersdorf,5,5,1
_05qydx69h,13.41584,52.49271,Ahornblättrige Platane,PLATANE,Dieffenbachstraße,unbekannte Nummer,00967,1949,70,Friedrichshain-Kreuzberg,5,30,2
_05y508eqd,13.35569,52.49799,Ahornblättrige Platane,PLATANE,Nollendorfstraße,2,17715,1971,48,Tempelhof-Schöneberg,10,55,4
_06vwh0ibn,13.34726,52.54694,Hainbuche,HAINBUCHE,Lütticher Straße,3,372700,1982,37,Mitte,50,150,3
_06z8btxny,13.4953,52.51638,Spitz-Ahorn,AHORN,unbekannte Straße,unbekannte Nummer,21SH04,1972,47,Lichtenberg,25,75,2
_076q78cix,13.44983,52.44798,"Berg-Ahorn, Weiss-Ahorn",AHORN,Fritz-Reuter-Allee,48,1414,2012,7,Neukölln,25,25,1
_07d8l3fj0,13.44799,52.4927,Winter-Linde 'Greenspire',LINDE,Kiefholzstraße,unbekannte Nummer,10294,2000,19,Treptow-Köpenick,5,170,8
_07tclwgim,13.4693,52.51745,Rot-/Weißdorn,WEIßDORN,unbekannte Straße,unbekannte Nummer,60114,1979,40,Friedrichshain-Kreuzberg,10,160,4
_07tzl915l,13.28063,52.48935,Gefülltblühende Rosskastanie,ROSSKASTANIE,Bismarckallee,GEGÜ.13,00582-B1,1979,40,Charlottenburg-Wilmersdorf,25,25,1
_081g77wmk,13.43816,52.46677,Linde,LINDE,Bruno-Bauer-Straße,2,,1982,37,Neukölln,50,50,1
_082rqo5md,13.33747,52.48678,Echter Rotdorn,WEIßDORN,Bozener Straße,9,17895,1985,34,Tempelhof-Schöneberg,50,50,1
_085p0g3uk,13.47111,52.51419,Kaiser-Linde,LINDE,Frankfurter Allee,unbekannte Nummer,FRANKFUR,1998,21,Friedrichshain-Kreuzberg,25,235,17
_089aeb6lq,13.35741,52.52096,"Oxelbeere, Schwedische Mehlbeere",MEHLBEERE,Flemingstraße,5,241500,1985,34,Mitte,10,10,1
_08iaqjvj3,13.34678,52.48751,Sand-Birke,BIRKE,unbekannte Straße,unbekannte Nummer,17235.0,1984,35,Tempelhof-Schöneberg,50,200,4
_08jep54wb,13.29839,52.43659,Spitz-Ahorn,AHORN,Holbeinstraße,1,002061,1981,38,Steglitz-Zehlendorf,25,25,1
_08tqdlu0i,13.36907,52.49003,Sommer-Linde,LINDE,Hochkirchstraße,13,17678,1965,54,Tempelhof-Schöneberg,10,10,1
_09atbs6l0,13.44758,52.49287,Winter-Linde,LINDE,Kiefholzstraße,unbekannte Nummer,010294,1952,67,Treptow-Köpenick,5,20,4
_09gv7ydd6,13.46129,52.54851,Spitz-Ahorn,AHORN,Meyerbeerstraße,unbekannte Nummer,41957,1991,28,Pankow,25,25,1
_09rjx9inu,13.43715,52.49051,Winter-Linde,LINDE,Maybachufer,0,3021,1995,24,Neukölln,50,455,12
_0a9pydq8k,13.5317,52.49068,Winter-Linde,LINDE,Rudolf-Grosse-Straße,unbekannte Nummer,31SB31,1965,54,Lichtenberg,50,200,4
_0ah3lj6lm,13.42038,52.50582,Holländische Linde,LINDE,Engeldamm,70,172100,1992,27,Mitte,50,100,2
_0ay5asa8z,13.31418,52.50747,Winter-Linde,LINDE,Leibnizstraße,31,02732,1986,33,Charlottenburg-Wilmersdorf,50,150,3
_0b4ai70hy,13.46504,52.51822,"Berg-Ahorn, Weiss-Ahorn",AHORN,unbekannte Straße,unbekannte Nummer,60114,1980,39,Friedrichshain-Kreuzberg,50,300,6
_0baoa0xuf,13.31441,52.49564,Silber-Linde,LINDE,Zähringerstraße,35,04983,1925,94,Charlottenburg-Wilmersdorf,25,105,9
_0bdydzdez,13.35531,52.49806,Ahornblättrige Platane,PLATANE,Nollendorfstraße,4,17715,1964,55,Tempelhof-Schöneberg,10,10,1
_0btudcb3j,13.33165,52.46488,Sommer-Linde,LINDE,Peschkestraße,8,003432,1991,28,Steglitz-Zehlendorf,10,40,4
_0by6os3q4,13.31137,52.50789,Pyramiden-Eiche,EICHE,Pestalozzistraße,unbekannte Nummer,03433,1981,38,Charlottenburg-Wilmersdorf,25,415,19
_0c6yrlpow,13.27811,52.63452,Echte Mehlbeere,MEHLBEERE,Münchener Straße,3,03151-Str,1968,51,Reinickendorf,50,100,2
_0ckgll3uo,13.45243,52.47448,"Berg-Ahorn, Weiss-Ahorn",AHORN,Brusendorfer Straße,24,772,1985,34,Neukölln,50,150,3
_0ctyc0uvr,13.32666,52.46705,Gemeine Rosskastanie,ROSSKASTANIE,Fröaufstraße,7,17884,1987,32,Tempelhof-Schöneberg,50,100,5
_0ddzwedj2,13.51587,52.45474,Hainbuche,HAINBUCHE,Schnellerstraße,unbekannte Nummer,050254,2019,0,Treptow-Köpenick,25,25,1
_0dic7zi8v,13.4255,52.54789,Spitz-Ahorn 'Cleveland',AHORN,Dunckerstraße,unbekannte Nummer,40647,2000,19,Pankow,10,10,1
_0dihdt89g,13.36707,52.50118,Spitz-Ahorn,AHORN,Körnerstraße,18,243200,2010,9,Mitte,25,25,1
_0dydona3y,13.42604,52.4909,Winter-Linde,LINDE,Hobrechtstraße,58,2012,1980,39,Neukölln,25,25,1
_0e2ln1d1t,13.42671,52.46382,Robinie,ROBINIE,Mariendorfer Weg,48,2961,2000,19,Neukölln,5,20,3
_0e5v4bb1t,13.45776,52.54674,Winter-Linde,LINDE,Gounodstraße,unbekannte Nummer,41056,1941,78,Pankow,50,200,7
_0enbnsrkf,13.46368,52.51853,Pflaumenblättriger Weiss-Dorn,WEIßDORN,unbekannte Straße,unbekannte Nummer,60114,2016,3,Friedrichshain-Kreuzberg,50,300,6
_0epuygrgg,13.52923,52.49065,Säulen-Rot-Ahorn,AHORN,Rheinpfalzallee,unbekannte Nummer,31SB24,2017,2,Lichtenberg,50,50,1
_0es7q89bu,13.48159,52.49953,Spitz-Ahorn,AHORN,Schlichtallee,unbekannte Nummer,29SB16,1965,54,Lichtenberg,25,100,3
_0eymialcm,13.43416,52.51691,Österreichische Schwarzkiefer,KIEFER,unbekannte Straße,unbekannte Nummer,60412,1985,34,Friedrichshain-Kreuzberg,5,5,1
_0f6c4rq2y,13.533,52.47575,Chinesische Wild-Birne,BIRNE,Fritz-Kortner-Straße,unbekannte Nummer,32SB11,2008,11,Lichtenberg,50,50,1
_0fpr74jfu,13.463,52.51439,Amberbaum,AMBERBAUM,Mainzer Straße,unbekannte Nummer,MAINZER,2013,6,Friedrichshain-Kreuzberg,50,50,1
_0g4tw75op,13.38309,52.56178,Zierapfel 'Evereste',APFEL,Fordoner Straße,5,361801,2014,5,Mitte,50,150,3
_0g5io5lma,13.4667,52.51717,Chinesische Wild-Birne,BIRNE,Schreinerstraße,unbekannte Nummer,SCHREIN,1999,20,Friedrichshain-Kreuzberg,10,70,3
_0gfxxlipm,13.34264,52.46942,"Berg-Ahorn, Weiss-Ahorn",AHORN,Begasstraße,3,17897,1988,31,Tempelhof-Schöneberg,50,450,17
_0gwn4m9ny,13.40392,52.50937,Säulenförmiger Spitz-Ahorn,AHORN,Seydelstraße,12,193100,2016,3,Mitte,10,60,6
_0h8r7jn5j,13.44787,52.48643,Italienische Pyramiden-Pappel,PAPPEL,unbekannte Straße,unbekannte Nummer,414.900,2014,5,Neukölln,50,50,1
_0hjk0kr2x,13.33295,52.48976,Sommer-Linde,LINDE,Prinzregentenstraße,11,03545,1977,42,Charlottenburg-Wilmersdorf,25,75,3
_0ho9jps4d,13.41729,52.50067,Kleinkronige Winter-Linde,LINDE,Dresdener Straße,unbekannte Nummer,06096,2009,10,Friedrichshain-Kreuzberg,50,50,1
_0hy56eioe,13.37023,52.54178,Großblättrige Sommerlinde,LINDE,Schönwalder Straße,17,364400,2015,4,Mitte,50,150,3
_0hzgized3,13.39342,52.38885,Baum-Hasel,HASEL,Wünsdorfer Straße,94,4957,2013,6,Tempelhof-Schöneberg,10,10,1
_0i4splnrb,13.25333,52.52081,Winter-Linde,LINDE,Westendallee,76,04813,1950,69,Charlottenburg-Wilmersdorf,25,75,2
_0iakdelxm,13.41325,52.554,Winter-Linde,LINDE,Bornholmer Straße,unbekannte Nummer,06087,1993,26,Pankow,50,50,1
_0ijz0ixrz,13.45686,52.51301,Kleinkronige Winter-Linde,LINDE,Boxhagener Straße,unbekannte Nummer,BOXHAGEN,2011,8,Friedrichshain-Kreuzberg,5,55,2
_0j0s58dnh,13.32448,52.59265,Gemeine Rosskastanie,ROSSKASTANIE,unbekannte Straße,unbekannte Nummer,00998,1890,129,Reinickendorf,50,50,1
_0j3uswo9v,13.30275,52.51618,Winter-Linde 'Greenspire',LINDE,Gierkezeile,38,01552,2005,14,Charlottenburg-Wilmersdorf,50,325,8
_0jbrwy1ic,13.3789,52.49169,Echter Rotdorn,WEIßDORN,Yorckstraße,unbekannte Nummer,04977,2009,10,Friedrichshain-Kreuzberg,50,300,7
_0jifekn6p,13.44788,52.49275,Winter-Linde 'Greenspire',LINDE,Kiefholzstraße,unbekannte Nummer,10294,2000,19,Treptow-Köpenick,5,20,4
_0jigg4bce,13.42873,52.49018,Winter-Linde,LINDE,Lenaustraße,14,2738,1975,44,Neukölln,5,5,1
_0jmpdlymu,13.30123,52.51425,Winter-Linde,LINDE,Kaiser-Friedrich-Straße,87,02288,1985,34,Charlottenburg-Wilmersdorf,50,100,2
_0k3xbmekx,13.52885,52.48175,Silber-Linde,LINDE,Drachenfelsstraße,7,31SB07,2004,15,Lichtenberg,25,160,7
_0k5bg6f5h,13.47081,52.51718,Pflaumenblättriger Weiss-Dorn,WEIßDORN,unbekannte Straße,unbekannte Nummer,60114,2013,6,Friedrichshain-Kreuzberg,10,160,4
_0k6ft6w6j,13.43769,52.59823,Zierkirsche 'Rancho',undefined,unbekannte Straße,unbekannte Nummer,387,2018,1,Pankow,10,25,3
_0ka0gs97a,13.52946,52.47891,Winter-Linde,LINDE,Am Carlsgarten,unbekannte Nummer,32SB01,2008,11,Lichtenberg,50,200,4
_0kg90fx24,13.40385,52.55348,Säulenförmiger Spitz-Ahorn,AHORN,Czarnikauer Straße,unbekannte Nummer,40535,2016,3,Pankow,5,55,2
_0kuijjbub,13.46637,52.50984,Spitz-Ahorn,AHORN,Glatzer Straße,unbekannte Nummer,GLATZER,1960,59,Friedrichshain-Kreuzberg,10,10,1
_0kxgnjhap,13.33297,52.50167,Japanischer Schnurbaum,undefined,Rankestraße,24,03598,2005,14,Charlottenburg-Wilmersdorf,50,1060,36
_0lalmcvxw,13.41523,52.49447,Hainbuche,HAINBUCHE,Grimmstraße,unbekannte Nummer,01696,1977,42,Friedrichshain-Kreuzberg,50,200,4
_0lmh6v8cg,13.3123,52.46277,Winter-Linde,LINDE,Paulsenstraße,45a,3419,1945,74,Steglitz-Zehlendorf,50,50,1
_0ln1hhgfw,13.37843,52.45878,Spitz-Ahorn,AHORN,Friedrich-Wilhelm-Straße,30,1404,1964,55,Tempelhof-Schöneberg,25,25,1
_0lo5xxm44,13.41041,52.55146,Hainbuche,HAINBUCHE,Seelower Straße,unbekannte Nummer,42665,1980,39,Pankow,50,200,7
_0m2quj2tw,13.31119,52.50106,Ahornblättrige Platane,PLATANE,Giesebrechtstraße,9,01553,1970,49,Charlottenburg-Wilmersdorf,25,25,1
_0mr76syp2,13.32447,52.46772,Spitz-Ahorn,AHORN,Odenwaldstraße,21,17838,2000,19,Tempelhof-Schöneberg,50,200,4
_0mwbjys3l,13.32286,52.47513,"Berg-Ahorn, Weiss-Ahorn",AHORN,Offenbacher Straße,30,17716,1963,56,Tempelhof-Schöneberg,25,25,1
_0nfzb88ek,13.26569,52.53655,Feld-Ulme,ULME,Nonnendammallee,80,03260-Str,1936,83,Spandau,25,175,5
_0ny8vilki,13.32178,52.4881,Krim-Linde,LINDE,Fechnerstraße,11,01242,1966,53,Charlottenburg-Wilmersdorf,25,25,1
_0o6jj9ar4,13.42668,52.4953,Spitz-Ahorn,AHORN,Lausitzer Straße,unbekannte Nummer,02720,1982,37,Friedrichshain-Kreuzberg,50,50,1
_0o802b2fu,13.4047,52.54914,Rot-Ahorn,AHORN,Ystader Straße,unbekannte Nummer,43635,2012,7,Pankow,5,455,10
_0o8s33g6o,13.45882,52.52276,Rotblühende Rosskastanie,ROSSKASTANIE,unbekannte Straße,unbekannte Nummer,80101,2007,12,Pankow,50,80,4
_0ok0gewb6,13.30258,52.50567,Winter-Linde,LINDE,Kaiser-Friedrich-Straße,ggü. 54A,02288,1992,27,Charlottenburg-Wilmersdorf,50,100,2
_0onf9fwqe,13.3418,52.52817,Hainbuche,HAINBUCHE,Bugenhagenstraße,10,221020,1980,39,Mitte,5,105,5
_0ow2qovmd,13.33421,52.49023,Robinie,ROBINIE,Helmstedter Straße,7,01932,1966,53,Charlottenburg-Wilmersdorf,25,475,10
_0p12jwio5,13.52975,52.4901,Eschen-Ahorn,AHORN,Rheinpfalzallee,unbekannte Nummer,31SB24,1965,54,Lichtenberg,50,150,3
_0p46xvmin,13.43688,52.46148,Echte Mehlbeere,MEHLBEERE,Bürgerstraße,69,793,1965,54,Neukölln,10,10,1
_0pbgcl16t,13.4306,52.61247,Gemeine Rosskastanie,ROSSKASTANIE,Triftstraße,unbekannte Nummer,43348,2007,12,Pankow,5,10,2
_0pvr79163,13.37375,52.47275,Japanische Zierkirsche 'Kanzan',undefined,Hoeppnerstraße,80,2037,2018,1,Tempelhof-Schöneberg,50,350,7
_0pzr6bhao,13.31931,52.59015,"Sommer-Eiche, Stiel-Eiche",EICHE,Triftstraße,68,04550-Str,2016,3,Reinickendorf,10,50,5
_0q86h5dbp,13.52808,52.49079,Kleinkronige Winter-Linde,LINDE,Treskowallee,unbekannte Nummer,31SB37,2013,6,Lichtenberg,25,75,3
_0qbmon4dp,13.46631,52.50581,Linde,LINDE,Sonntagstraße,unbekannte Nummer,SONNTAGS,2018,0,Friedrichshain-Kreuzberg,25,25,1
_0qjy2jpkp,13.32748,52.46713,Gemeine Rosskastanie,ROSSKASTANIE,Fröaufstraße,2,17884,1998,21,Tempelhof-Schöneberg,50,720,16
_0qo6fzdx6,13.44347,52.48688,Winter-Linde,LINDE,Bouchéstraße,45,6088,1972,47,Neukölln,25,150,4
_0qwnkia0b,13.32837,52.47935,Spitz-Ahorn,AHORN,Bundesplatz,unbekannte Nummer,06945,1966,53,Charlottenburg-Wilmersdorf,10,10,1
_0rdnm505q,13.33274,52.44022,Eingriffliger Weissdorn,WEIßDORN,Mozartstraße,unbekannte Nummer,003135,1999,20,Steglitz-Zehlendorf,25,25,1
_0rnp551xl,13.31417,52.5074,Kaiser-Linde,LINDE,Leibnizstraße,31,02732,1987,32,Charlottenburg-Wilmersdorf,50,150,3
_0rssasrtu,13.32619,52.52644,"Berg-Ahorn, Weiss-Ahorn",AHORN,Erasmusstraße,7,241300,1990,29,Mitte,50,600,12
_0rwkpapy0,13.43002,52.48791,Winter-Linde,LINDE,Weserstraße,14,4809,1985,34,Neukölln,10,45,3
_0rwo0x5m0,13.43864,52.53514,Winter-Linde,LINDE,Bötzowstraße,unbekannte Nummer,40403,2011,8,Pankow,50,50,1
_0rzxesfwp,13.32412,52.47598,Geschlitzter Silber-Ahorn,AHORN,Stubenrauchstraße,35,17819,1920,99,Tempelhof-Schöneberg,50,570,13
_0s50r0vup,13.31563,52.45432,Rotblühende Rosskastanie,ROSSKASTANIE,Wulffstraße,14,4964,2015,4,Steglitz-Zehlendorf,25,275,8
_0s92sfqet,13.52343,52.48488,Winter-Linde,LINDE,Dorotheastraße,unbekannte Nummer,30SB04,1975,44,Lichtenberg,50,50,1
_0snjhupqr,13.26835,52.50997,Rotblühende Rosskastanie,ROSSKASTANIE,Kastanienallee,22,02345,2003,16,Charlottenburg-Wilmersdorf,25,25,1
_0sp6elv7r,13.49917,52.57115,Dreidorniger Lederhülsenbaum,GLEDITSCHIE,Ribnitzer Straße,unbekannte Nummer,08SB04,1990,29,Lichtenberg,5,55,2
_0spgwq0l6,13.38318,52.55857,Japanische Zierkirsche 'Kanzan',undefined,unbekannte Straße,unbekannte Nummer,301010,1995,24,Mitte,50,250,5
_0tpanx7tx,13.52475,52.56469,Spitz-Ahorn,AHORN,Vincent-van-Gogh-Straße,unbekannte Nummer,04SB06,1995,24,Lichtenberg,5,5,1
_0ttgy2y5n,13.41851,52.55453,Kaiser-Linde,LINDE,Trelleborger Straße,unbekannte Nummer,43338,2004,15,Pankow,25,55,3
_0tzn2jpd8,13.38229,52.46781,Sommer-Linde,LINDE,Sennockstraße,19,4146,1992,27,Tempelhof-Schöneberg,10,95,5
_0u326rtd9,13.34432,52.4653,Winter-Linde,LINDE,Rubensstraße,106,17730,1977,42,Tempelhof-Schöneberg,10,50,5
_0ucitg079,13.32959,52.46454,Baum-Hasel,HASEL,Schöneberger Straße,14,3999,2000,19,Steglitz-Zehlendorf,25,25,1
_0ugylnk3q,13.30845,52.45803,"Berg-Ahorn, Weiss-Ahorn",AHORN,Arno-Holz-Straße,14,000341,1955,64,Steglitz-Zehlendorf,25,25,1
_0v62o4iwe,13.44341,52.48678,Winter-Linde,LINDE,Bouchéstraße,53,6088,1980,39,Neukölln,50,150,4
_0vosg1zpf,13.31655,52.41825,Resista Ulme 'Rebona',ULME,Blanckertzweg,unbekannte Nummer,000598,2019,0,Steglitz-Zehlendorf,50,425,9
_0w7bwspl3,13.45536,52.51352,Kaiser-Linde,LINDE,Boxhagener Straße,unbekannte Nummer,BOXHAGEN,1998,21,Friedrichshain-Kreuzberg,50,200,4
_0wainrptp,13.41556,52.5017,Silber-Linde,LINDE,unbekannte Straße,unbekannte Nummer,50036,1921,98,Friedrichshain-Kreuzberg,10,10,1
_0wbmtvij1,13.29902,52.51697,Spitz-Ahorn,AHORN,Schustehrusstraße,31-41,04054,1980,39,Charlottenburg-Wilmersdorf,10,10,1
_0wcm4yusz,13.37533,52.55249,Winter-Linde,LINDE,Uferstraße,23,378400,1967,52,Mitte,50,300,6
_0wjt19mnr,13.33568,52.44216,Spitz-Ahorn,AHORN,Nicolaistraße,31,003234,1990,29,Steglitz-Zehlendorf,50,50,1
_0wl97wynv,13.38929,52.58696,Kleinkronige Winter-Linde,LINDE,Friedrich-Engels-Straße,unbekannte Nummer,40899,2014,5,Pankow,25,25,1
_0wlder2hg,13.43673,52.49785,Gewöhnliche Esche,ESCHE,Görlitzer Straße,unbekannte Nummer,01596,1972,47,Friedrichshain-Kreuzberg,25,25,1
_0wo72t512,13.4359,52.51939,"Berg-Ahorn, Weiss-Ahorn",AHORN,unbekannte Straße,unbekannte Nummer,60136,1980,39,Friedrichshain-Kreuzberg,50,50,1
_0x12gfyou,13.24042,52.5998,Baum-Hasel,HASEL,Schauflerpfad,22,03923-Str,2011,8,Reinickendorf,50,100,2
_0x312epz8,13.44541,52.48026,Linde,LINDE,Stuttgarter Straße,54,,1985,34,Neukölln,10,120,6
_0x45kkdcd,13.51127,52.43643,Gefuelltblühende Vogelkirsche,undefined,Hanuschkestraße,unbekannte Nummer,040174,2007,12,Treptow-Köpenick,50,600,12
_0x5h1lym8,13.38766,52.48397,"Sommer-Eiche, Stiel-Eiche",EICHE,Platz der Luftbrücke,4,7114,1968,51,Tempelhof-Schöneberg,25,25,1
_0x85z24dd,13.49166,52.50309,Japanische Zierkirsche 'Kanzan',undefined,Emanuelstraße,unbekannte Nummer,,1965,54,Lichtenberg,50,85,3
_0x89ya2xa,13.30292,52.52404,Ahornblättrige Platane,PLATANE,Mierendorffstraße,24,03074,1969,50,Charlottenburg-Wilmersdorf,50,50,1
_0xcxyode8,13.5157,52.48483,Ahornblättrige Platane,PLATANE,Grimnitzstraße,unbekannte Nummer,32SB14,1983,36,Lichtenberg,25,25,1
_0xkog8few,13.36127,52.50143,Kleinkronige Winter-Linde,LINDE,Pohlstraße,87,219620,2006,13,Mitte,25,75,2
_0xxngzmi6,13.42918,52.53511,Rot-Ahorn,AHORN,Christburger Straße,unbekannte Nummer,40518,1999,20,Pankow,25,25,1
_0xy1e7qnf,13.31169,52.5009,Ahornblättrige Platane,PLATANE,Giesebrechtstraße,10,01553,1961,58,Charlottenburg-Wilmersdorf,50,50,1
_0y07y02ve,13.46894,52.51801,Winter-Linde,LINDE,Voigtstraße,unbekannte Nummer,VOIGT,1999,20,Friedrichshain-Kreuzberg,25,25,1
_0z18m4yx5,13.37369,52.53091,Holländische Linde,LINDE,Scharnhorststraße,1,191000,1962,57,Mitte,50,350,8
_0z7scyhsk,13.41526,52.49451,"Berg-Ahorn, Weiss-Ahorn",AHORN,Grimmstraße,unbekannte Nummer,01696,1981,38,Friedrichshain-Kreuzberg,50,200,4
_0zewj6ts3,13.46837,52.51233,Kaiser-Linde,LINDE,Finowstraße,32,FINOWSTR,2015,4,Friedrichshain-Kreuzberg,25,25,1
_0zpicnlyz,13.35422,52.54279,Feld-Ulme,ULME,Triftstraße,50,30668,1960,59,Mitte,10,35,2
_0zq9xxgcr,13.44578,52.44584,Japanische Zierkirsche 'Kanzan',undefined,Parchimer Allee,96,3395,1986,33,Neukölln,25,25,1
_0zr0js07f,13.34822,52.55402,Winter-Linde,LINDE,Türkenstraße,22,30574,1970,49,Mitte,5,5,1
_0zzl0dhmk,13.46643,52.55107,Ahornblättrige Platane,PLATANE,Indira-Gandhi-Straße,unbekannte Nummer,41774,1992,27,Pankow,10,45,3
_109wef9fp,13.45495,52.52371,Winter-Linde 'Greenspire',LINDE,Hausburgstraße,unbekannte Nummer,HAUSBURG,1998,21,Friedrichshain-Kreuzberg,50,50,1
_10j814pnp,13.41463,52.54438,Esche,ESCHE,Greifenhagener Straße,unbekannte Nummer,41076,2003,16,Pankow,50,185,9
_10m2pvjkh,13.34821,52.49367,Gemeine Rosskastanie,ROSSKASTANIE,Lindauer Straße,unbekannte Nummer,17694,1942,77,Tempelhof-Schöneberg,50,1600,32
_10tcyrl4p,13.46306,52.50625,Krim-Linde,LINDE,Simplonstraße,unbekannte Nummer,SIMPLONS,1953,66,Friedrichshain-Kreuzberg,50,150,3
_10wlh556w,13.31642,52.47583,Amerikanische Linde,LINDE,Offenbacher Straße,16,03302,1979,40,Charlottenburg-Wilmersdorf,25,90,5
_110wm1hiu,13.47448,52.5044,Winter-Linde,LINDE,Schreiberhauer Straße,unbekannte Nummer,,2002,17,Lichtenberg,25,235,10
_111nperl7,13.3249,52.49114,"Sommer-Eiche, Stiel-Eiche",EICHE,Holsteinische Straße,19,02067,1995,24,Charlottenburg-Wilmersdorf,25,25,1
_11bi2x2n3,13.47573,52.50596,Winter-Linde,LINDE,Schreiberhauer Straße,unbekannte Nummer,23SB11,2002,17,Lichtenberg,10,10,1
_11fn1rh8i,13.45951,52.54704,Sommer-Linde,LINDE,Gounodstraße,unbekannte Nummer,41056,1957,62,Pankow,50,100,2
_1251kc0a0,13.41196,52.54252,Winter-Linde,LINDE,Schönhauser Allee,unbekannte Nummer,42616,1994,25,Pankow,25,100,4
_12egnlo90,13.38174,52.49157,Rot-/Weißdorn,WEIßDORN,Hagelberger Straße,unbekannte Nummer,01792,2003,16,Friedrichshain-Kreuzberg,50,75,2
_12ne706r2,13.47855,52.50365,Spitz-Ahorn,AHORN,Spittastraße,31/33,23SB12,2008,11,Lichtenberg,50,350,7
_12riwyzop,13.39322,52.494,Chinesische Wild-Birne,BIRNE,Solmsstraße,unbekannte Nummer,04212,2007,12,Friedrichshain-Kreuzberg,10,10,1
_12x822k4t,13.51162,52.43641,Gefuelltblühende Vogelkirsche,undefined,Hanuschkestraße,unbekannte Nummer,040174,2007,12,Treptow-Köpenick,50,600,12
_12y00a47h,13.30488,52.49365,Spitz-Ahorn,AHORN,Eisenzahnstraße,50,01110,1979,40,Charlottenburg-Wilmersdorf,50,100,2
_135cht5hp,13.3396,52.52356,Säulen-Weiss-Dorn,WEIßDORN,Krefelder Straße,8,243400,2015,4,Mitte,50,125,3
_137qfw2u7,13.43112,52.42048,Linde,LINDE,unbekannte Straße,unbekannte Nummer,211.570,,undefined,Neukölln,50,125,3
_13ar45ajk,13.46548,52.5182,Spitz-Ahorn,AHORN,unbekannte Straße,unbekannte Nummer,60114,1971,48,Friedrichshain-Kreuzberg,10,220,6
_13f8iyjph,13.42125,52.55622,Winter-Linde 'Greenspire',LINDE,Eschengraben,unbekannte Nummer,40768,2005,14,Pankow,50,275,6
_13rdtiwdv,13.3565,52.49096,Japanische Zierkirsche 'Kanzan',undefined,Elßholzstraße,29,17888,2017,2,Tempelhof-Schöneberg,10,180,12
