id,lat,lng,artdtsch,gattungdeutsch,strname,hausnr,standortnr,pflanzjahr,standalter,bezirk,wassermenge,wassersumme,anzahlG
_i7wr37wfz,13.31989,52.48154,Kugel-Ahorn,AHORN,Paretzer Straße,unbekannte Nummer,03397,1982,37,Charlottenburg-Wilmersdorf,10,85,3
_i7x15loa3,13.42881,52.48016,Kleinkronige Winter-Linde,LINDE,Boddinstraße,gg.21,628,2016,3,Neukölln,10,20,2
_i8n8z8erc,13.45101,52.50228,Echter Rotdorn,WEIßDORN,Ehrenbergstraße,unbekannte Nummer,EHRENBER,2004,15,Friedrichshain-Kreuzberg,10,610,13
_i904jh0bo,13.46854,52.51693,Winter-Linde,LINDE,Voigtstraße,unbekannte Nummer,VOIGT,1999,20,Friedrichshain-Kreuzberg,10,10,1
_i91ohk1m3,13.31861,52.48138,Amerikanische Linde,LINDE,Paretzer Straße,11-12,03397,1977,42,Charlottenburg-Wilmersdorf,25,25,1
_i9aqpsyjs,13.31079,52.622,Holländische Linde,LINDE,Hermsdorfer Damm,210,01959-Str,1955,64,Reinickendorf,25,50,2
_i9aso5dv4,13.34617,52.48479,Winter-Linde 'Boehlje',LINDE,Belziger Straße,71,17642,2006,13,Tempelhof-Schöneberg,10,10,1
_i9hoylphn,13.39201,52.55807,Robinie,ROBINIE,Freienwalder Straße,22,30596,1989,30,Mitte,25,25,1
_ia2apg0th,13.21182,52.56022,Winter-Linde,LINDE,Chamissostraße,21,00853-Str,1968,51,Spandau,10,10,1
_ia4tpho4r,13.3378,52.51993,Walnuss,WALNUSS,Bundesratufer,13,240600,2007,12,Mitte,25,75,2
_iajoj1kj8,13.42751,52.48293,Winter-Linde,LINDE,Mainzer Straße,12,2922,1955,64,Neukölln,25,25,1
_iau2zz7ya,13.36423,52.49873,Spitz-Ahorn 'Cleveland',AHORN,Steinmetzstraße,3,17812,2003,16,Tempelhof-Schöneberg,50,150,3
_iawfk88l3,13.3039,52.5156,Birken-Pappel,PAPPEL,Haubachstraße,18-20,01860,1984,35,Charlottenburg-Wilmersdorf,5,30,4
_ib8mmcjx3,13.44703,52.47255,Winter-Linde,LINDE,Böhmische Straße,54,633,1925,94,Neukölln,25,25,1
_ibaqjao44,13.28065,52.51386,Birken-Pappel,PAPPEL,Haeselerstraße,4,01786,1985,34,Charlottenburg-Wilmersdorf,25,50,2
_ibd87q3sy,13.45183,52.51505,Gewöhnliche Esche,ESCHE,unbekannte Straße,unbekannte Nummer,60107,1991,28,Friedrichshain-Kreuzberg,10,10,1
_ibm2n6w6y,13.38634,52.45806,Kaiser-Linde,LINDE,Friedrich-Wilhelm-Straße,7,1404,1999,20,Tempelhof-Schöneberg,50,300,6
_ichh9pwtn,13.46698,52.51778,Sand-Birke,BIRKE,Bänschstraße,unbekannte Nummer,BÄNSCHST,1957,62,Friedrichshain-Kreuzberg,25,115,6
_icioj2dvv,13.42349,52.54914,Ahornblättrige Platane,PLATANE,Gudvanger Straße,unbekannte Nummer,41128,1985,34,Pankow,25,25,1
_id77iz2h4,13.36336,52.49579,Spitz-Ahorn,AHORN,Steinmetzstraße,62,17812,1979,40,Tempelhof-Schöneberg,25,40,3
_ie3l0tdjt,13.32793,52.44186,Robinie,ROBINIE,Wiesenweg,unbekannte Nummer,4850,1981,38,Steglitz-Zehlendorf,10,10,1
_ie5u01rz8,13.48339,52.46268,Amberbaum,AMBERBAUM,Baumschulenstraße,unbekannte Nummer,030044,2018,1,Treptow-Köpenick,10,10,1
_iedpwctoc,13.38344,52.55863,Japanische Zierkirsche 'Kanzan',undefined,unbekannte Straße,unbekannte Nummer,301010,2001,18,Mitte,50,300,6
_iekjlvwgn,13.33498,52.49058,Silber-Linde,LINDE,Güntzelstraße,65,01740,2010,9,Charlottenburg-Wilmersdorf,25,25,1
_ielipobb1,13.46918,52.49603,Feldahorn 'Elsrijk',AHORN,Krachtstraße,unbekannte Nummer,KRACHTST,2002,17,Friedrichshain-Kreuzberg,50,680,25
_ieq60uy5x,13.1495,52.53527,Winter-Linde,LINDE,Spandauer Straße,unbekannte Nummer,04236-Str,1952,67,Spandau,10,10,1
_ievoie6pw,13.47872,52.4869,Eiche,EICHE,unbekannte Straße,unbekannte Nummer,010021,1937,82,Treptow-Köpenick,10,15,2
_iezbmkraa,13.35104,52.48912,Säulenzypresse,SCHEINZYPRESSE,Klixstraße,2,17783,2000,19,Tempelhof-Schöneberg,5,5,1
_if4cdz3n1,13.37701,52.55609,"Berg-Ahorn, Weiss-Ahorn",AHORN,Koloniestraße,144,371500,1953,66,Mitte,50,300,6
_ifq00ubhp,13.35665,52.54219,Baum-Hasel,HASEL,Sprengelstraße,9,376500,2002,17,Mitte,50,50,1
_ifvqh7pib,13.44974,52.49203,Ahornblättrige Platane,PLATANE,Kiefholzstraße,unbekannte Nummer,010294,2019,0,Treptow-Köpenick,5,10,2
_ig0fvhhgd,13.52369,52.45255,Säulenförmiger Spitz-Ahorn,AHORN,Rudower Straße,unbekannte Nummer,050224,2019,0,Treptow-Köpenick,25,65,4
_ig40il5hr,13.46188,52.51805,Chinesische Wild-Birne,BIRNE,Schreinerstraße,unbekannte Nummer,SCHREIN,1998,21,Friedrichshain-Kreuzberg,10,60,2
_igeqzaigy,13.39436,52.54706,Spitz-Ahorn,AHORN,Swinemünder Straße,66,377300,1971,48,Mitte,50,50,1
_ighgjlgez,13.22774,52.50781,"Sommer-Eiche, Stiel-Eiche",EICHE,Angerburger Allee,unbekannte Nummer,00308,1965,54,Charlottenburg-Wilmersdorf,25,25,1
_igjln08g3,13.29463,52.47091,Holländische Linde,LINDE,Misdroyer Straße,31,03087,1935,84,Charlottenburg-Wilmersdorf,50,50,1
_ihern4ak8,13.51982,52.55313,Blumen-Esche,ESCHE,Gehrenseestraße,unbekannte Nummer,11SB13,2012,7,Lichtenberg,10,10,1
_ihfc2tytj,13.44513,52.52316,Baum-Hasel,HASEL,Richard-Sorge-Straße,unbekannte Nummer,RICHARD-,1982,37,Friedrichshain-Kreuzberg,25,25,1
_ihg5i53k6,13.46984,52.51235,Kaiser-Linde,LINDE,Scharnweberstraße,52A,SCHARNWE,1995,24,Friedrichshain-Kreuzberg,25,100,4
_ihhjp0wor,13.51137,52.43631,Gefuelltblühende Vogelkirsche,undefined,Hanuschkestraße,unbekannte Nummer,40174,2007,12,Treptow-Köpenick,50,600,12
_ihnsrneiv,13.44841,52.52275,Kleinkronige Winter-Linde,LINDE,Pintschstraße,19,PINTSCHS,2009,10,Friedrichshain-Kreuzberg,50,135,5
_ihvbpk4cg,13.46946,52.51742,Pflaumenblättriger Weiss-Dorn,WEIßDORN,unbekannte Straße,unbekannte Nummer,60114,2014,5,Friedrichshain-Kreuzberg,10,160,4
_iipq85p8h,13.32102,52.45999,Linde,LINDE,Zimmermannstraße,33,005018,2011,8,Steglitz-Zehlendorf,50,775,17
_iisn94trn,13.34095,52.48153,Japanische Zierkirsche 'Kanzan',undefined,Nymphenburger Straße,10,17708,1974,45,Tempelhof-Schöneberg,50,100,2
_ij0d9hfdm,13.38144,52.49312,Linde,LINDE,Yorckstraße,unbekannte Nummer,04977,1992,27,Friedrichshain-Kreuzberg,50,100,2
_ijhe0113p,13.44365,52.48696,Winter-Linde,LINDE,Bouchéstraße,54,6088,1982,37,Neukölln,25,175,5
_ijlpi4wjo,13.42352,52.54411,Baum-Hasel,HASEL,Stargarder Straße,unbekannte Nummer,42762,1993,26,Pankow,50,50,1
_ijn7xirhv,13.28119,52.58578,Winter-Linde 'Greenspire',LINDE,Medebacher Weg,4,03023-Str,2008,11,Reinickendorf,10,10,1
_ik587vzcg,13.3611,52.50149,Holländische Linde,LINDE,Pohlstraße,87,219620,1950,69,Mitte,25,110,4
_ikkpzb65g,13.41148,52.54279,Gemeine Rosskastanie,ROSSKASTANIE,unbekannte Straße,unbekannte Nummer,70553,1938,81,Pankow,25,150,4
_ikl16ljdx,13.31122,52.50826,Kaiser-Linde,LINDE,Weimarer Straße,ggü. 31,04760,1990,29,Charlottenburg-Wilmersdorf,10,110,11
_ilcqm3232,13.36994,52.4894,Kugel-Ahorn,AHORN,Bautzener Platz,2,17772,2012,7,Tempelhof-Schöneberg,25,50,2
_illd8vwzx,13.47143,52.51711,Pflaumenblättriger Weiss-Dorn,WEIßDORN,unbekannte Straße,unbekannte Nummer,60114,2013,6,Friedrichshain-Kreuzberg,10,160,4
_im3rc6udj,13.38304,52.497,Ahornblättrige Platane,PLATANE,Obentrautstraße,unbekannte Nummer,03281,1973,46,Friedrichshain-Kreuzberg,25,25,1
_imb9lf4zm,13.43467,52.48097,Spitz-Ahorn,AHORN,Boddinstraße,66,628,1999,20,Neukölln,5,5,1
_in7viwbm6,13.34001,52.52828,Robinie,ROBINIE,Bredowstraße,8,220520,2001,18,Mitte,25,35,2
_ine8tbql5,13.47843,52.49207,Sumpf-Eiche,EICHE,Tunnelstraße,unbekannte Nummer,TUNNELST,2009,10,Friedrichshain-Kreuzberg,50,300,7
_inijyp4pe,13.40724,52.48878,Chinesische Wild-Birne,BIRNE,Südstern,unbekannte Nummer,04379,2013,6,Friedrichshain-Kreuzberg,5,5,1
_io5aqe7op,13.45413,52.50793,Amerikanische Rot-Eiche,EICHE,Revaler Straße,unbekannte Nummer,REVALER,1993,26,Friedrichshain-Kreuzberg,25,75,3
_io8jbb4l1,13.41975,52.57283,Holländische Linde,LINDE,Damerowstraße,unbekannte Nummer,40546,1949,70,Pankow,10,10,1
_io95uma3l,13.39217,52.48967,Chinesische Wild-Birne,BIRNE,Solmsstraße,unbekannte Nummer,04212,2008,11,Friedrichshain-Kreuzberg,25,70,6
_io9a1c5nk,13.4377,52.59818,Zierkirsche 'Shirofugen',undefined,unbekannte Straße,unbekannte Nummer,387,2018,1,Pankow,10,35,4
_io9jxchi0,13.46473,52.51828,"Berg-Ahorn, Weiss-Ahorn",AHORN,unbekannte Straße,unbekannte Nummer,60114,1982,37,Friedrichshain-Kreuzberg,10,220,6
_ion023shv,13.33561,52.52854,Zier-Feld-Ahorn 'Red Shine',AHORN,Waldenserstraße,28,220920,2017,2,Mitte,25,25,1
_ip0buqdd0,13.50671,52.45369,Gemeine Rosskastanie,ROSSKASTANIE,Südostallee,unbekannte Nummer,040434,1995,24,Treptow-Köpenick,5,5,1
_ip5w5okeg,13.36947,52.48981,Winter-Linde,LINDE,Hochkirchstraße,7,17678,1988,31,Tempelhof-Schöneberg,10,10,1
_ip698jcpm,13.29293,52.49534,Gemeine Rosskastanie,ROSSKASTANIE,Seesener Straße,25,04118,1915,104,Charlottenburg-Wilmersdorf,25,75,3
_ip87xys85,13.55477,52.4407,Säulenförmiger Spitz-Ahorn,AHORN,Waldstraße,unbekannte Nummer,70944,2000,19,Treptow-Köpenick,25,200,7
_ipaxohg8e,13.38608,52.45796,Spitz-Ahorn,AHORN,Friedrich-Wilhelm-Straße,88,1404,1965,54,Tempelhof-Schöneberg,25,275,9
_ipmbbj587,13.34759,52.55359,Silber-Linde,LINDE,Türkenstraße,25,30574,1964,55,Mitte,50,100,2
_ipuzd59ls,13.46975,52.51237,Kaiser-Linde,LINDE,Scharnweberstraße,52A,SCHARNWE,1995,24,Friedrichshain-Kreuzberg,25,75,3
_ipzdmbsbv,13.41116,52.5453,Spitz-Ahorn 'Olmstedt',AHORN,Milastraße,unbekannte Nummer,41965,2008,11,Pankow,10,110,7
_iq59fkg8k,13.51182,52.56989,Echter Rotdorn,WEIßDORN,Demminer Straße,unbekannte Nummer,06SB02,1980,39,Lichtenberg,25,160,7
_ir0rz2gbf,13.36719,52.50135,Winter-Linde 'Greenspire',LINDE,Körnerstraße,19,243200,2017,2,Mitte,25,150,6
_ir4xpc4qi,13.41304,52.49197,Silber-Linde,LINDE,Urbanstraße,unbekannte Nummer,04607,1967,52,Friedrichshain-Kreuzberg,25,25,1
_ir8rp1fn8,13.48697,52.54659,Baum-Hasel,HASEL,Manetstraße,unbekannte Nummer,13SB13,1995,24,Lichtenberg,5,20,3
_iraav978w,13.42759,52.48195,Kleinkronige Winter-Linde,LINDE,Mainzer Straße,45,2922,2013,6,Neukölln,10,295,9
_irdust7gc,13.29157,52.50612,Ahornblättrige Platane,PLATANE,Trendelenburgstraße,16,04538,1987,32,Charlottenburg-Wilmersdorf,50,100,2
_iretfbhni,13.52305,52.45245,Pyramiden-Hainbuche,HAINBUCHE,Köllnische Straße,unbekannte Nummer,50164,2000,19,Treptow-Köpenick,50,100,2
_irh8t5qi9,13.43534,52.59752,Winter-Linde 'Merkur',LINDE,Nizzastraße,unbekannte Nummer,10873,2017,2,Pankow,10,25,3
_irhg19bau,13.32518,52.46809,Spitz-Ahorn,AHORN,Odenwaldstraße,7,17838,1953,66,Tempelhof-Schöneberg,50,100,2
_irv0o5huu,13.44484,52.44588,Säulenzierkirsche,undefined,Parchimer Allee,104,3395,2018,1,Neukölln,25,50,2
_is3clljc6,13.39142,52.46442,Amerikanische Rot-Eiche,EICHE,Götzstraße,unbekannte Nummer,1611,1980,39,Tempelhof-Schöneberg,10,140,13
_is690ozn1,13.47075,52.51724,Spitz-Ahorn,AHORN,unbekannte Straße,unbekannte Nummer,60114,1974,45,Friedrichshain-Kreuzberg,10,60,2
_islfu5tq7,13.43006,52.49795,Linde,LINDE,Wiener Straße,unbekannte Nummer,04842,1973,46,Friedrichshain-Kreuzberg,10,110,5
_it1xlsu66,13.3135,52.46848,Säulenförmiger Spitz-Ahorn,AHORN,Bonner Straße,4,00656,2014,5,Charlottenburg-Wilmersdorf,25,60,3
_itke33t2y,13.44991,52.44869,"Berg-Ahorn, Weiss-Ahorn",AHORN,Fritz-Reuter-Allee,44,1414,2012,7,Neukölln,25,25,1
_iu4iu7oji,13.37117,52.55368,Großblättrige Sommerlinde,LINDE,Schulstraße,58,364500,2013,6,Mitte,50,450,9
_iuhyzhs2a,13.62138,52.45524,Kleinkronige Winter-Linde,LINDE,Lindenallee,unbekannte Nummer,110844,2006,13,Treptow-Köpenick,10,10,1
_iui4i5t1q,13.24074,52.44249,Winter-Linde,LINDE,Fischerhüttenstraße,89,1286,1982,37,Steglitz-Zehlendorf,50,50,1
_iumje9uqc,13.49848,52.50758,Chinesische Wild-Birne,BIRNE,Margaretenstraße,8A,24SB28,2006,13,Lichtenberg,10,10,1
_iuqta7t2y,13.4713,52.49588,Sand-Birke,BIRKE,unbekannte Straße,unbekannte Nummer,60458,1989,30,Friedrichshain-Kreuzberg,5,125,9
_iur7y76dm,13.34387,52.46882,Robinie,ROBINIE,Rubensstraße,70,17730,2007,12,Tempelhof-Schöneberg,10,10,1
_ivc46c78l,13.45973,52.52245,Spitz-Ahorn 'Deborah',AHORN,unbekannte Straße,unbekannte Nummer,80101,2007,12,Pankow,25,25,1
_ivi8esf3k,13.39296,52.49238,Chinesische Wild-Birne,BIRNE,Solmsstraße,unbekannte Nummer,04212,1991,28,Friedrichshain-Kreuzberg,50,100,2
_ivzwt6uok,13.33021,52.44281,Ahornblättrige Platane,PLATANE,Am Elsenbruch,5,000148,1965,54,Steglitz-Zehlendorf,10,30,3
_iw5qbqyal,13.29195,52.50364,Echter Rotdorn,WEIßDORN,Friedbergstraße,43,01380,1991,28,Charlottenburg-Wilmersdorf,10,10,1
_iw6833gou,13.29432,52.47095,Amerikanische Linde,LINDE,Misdroyer Straße,31A,03087,1984,35,Charlottenburg-Wilmersdorf,50,50,1
_iw80jbtmw,13.29034,52.5172,Ahornblättrige Platane,PLATANE,Danckelmannstraße,2A,00919,1984,35,Charlottenburg-Wilmersdorf,10,30,4
_iwag27ist,13.33743,52.47085,Feld-Ulme,ULME,Fregestraße,72,17878,1938,81,Tempelhof-Schöneberg,50,50,1
_iwd9kxrru,13.43708,52.55058,Winter-Linde,LINDE,Lehderstraße,unbekannte Nummer,41738,2003,16,Pankow,50,50,1
_iwoo03n5e,13.61849,52.45289,Spitz-Ahorn 'Deborah',AHORN,Ahornallee,unbekannte Nummer,110014,2015,4,Treptow-Köpenick,50,50,1
_iwq3nslgg,13.31693,52.53002,Birken-Pappel,PAPPEL,Ufnaustraße,7,218220,1975,44,Mitte,50,50,1
_iwqm6x8yq,13.42943,52.49807,Spitz-Ahorn,AHORN,Lausitzer Straße,unbekannte Nummer,02720,1984,35,Friedrichshain-Kreuzberg,25,55,4
_iwueg778m,13.41787,52.5575,Holländische Linde,LINDE,Hallandstraße,unbekannte Nummer,41170,1949,70,Pankow,10,30,3
_ixbx8621o,13.34123,52.41975,Winter-Linde,LINDE,Apoldaer Straße,23-25,000323,1995,24,Steglitz-Zehlendorf,10,20,2
_ixmts57kz,13.34976,52.50155,Silber-Linde,LINDE,Courbièrestraße,6,17900,1995,24,Tempelhof-Schöneberg,50,120,4
_ixu6cg2fp,13.32203,52.43024,Gemeine Rosskastanie,ROSSKASTANIE,Marienstraße,6 a,002966,1999,20,Steglitz-Zehlendorf,25,25,1
_ixya9968z,13.39413,52.55714,Winter-Linde,LINDE,Grüntaler Straße,65,369900,1987,32,Mitte,50,50,1
_iy62vh89l,13.24707,52.43948,Spitz-Ahorn,AHORN,Fischerhüttenstraße,61,1286,1988,31,Steglitz-Zehlendorf,50,300,7
_iyf8mvlag,13.31107,52.50843,Spitz-Ahorn,AHORN,unbekannte Straße,unbekannte Nummer,07030,1997,22,Charlottenburg-Wilmersdorf,10,100,11
_iz64ms3k4,13.423,52.57778,Linde,LINDE,Achtermannstraße,unbekannte Nummer,40006,1984,35,Pankow,10,70,7
_iz6yj9zrk,13.40759,52.53956,Himalaja-Birke,BIRKE,unbekannte Straße,unbekannte Nummer,79441,2013,6,Pankow,50,50,1
_izgxsf4y2,13.42745,52.42123,Spitz-Ahorn,AHORN,Rufacher Weg,4,3823,1982,37,Neukölln,50,160,4
_j03ta4rat,13.30802,52.4653,Winter-Linde,LINDE,Spinozastraße,4,004257,2011,8,Steglitz-Zehlendorf,50,135,4
_j0bk9ts1y,13.46679,52.51808,Sand-Birke,BIRKE,Bänschstraße,unbekannte Nummer,BÄNSCHST,1960,59,Friedrichshain-Kreuzberg,25,105,5
_j0byj5aw3,13.43023,52.50067,Linde,LINDE,Lausitzer Platz,unbekannte Nummer,07050,1976,43,Friedrichshain-Kreuzberg,50,50,1
_j0g11ws0d,13.49514,52.51636,Feuer-Ahorn,AHORN,unbekannte Straße,unbekannte Nummer,21SH04,1991,28,Lichtenberg,25,75,2
_j0ldb7459,13.43368,52.49981,Ahornblättrige Platane,PLATANE,Skalitzer Straße,unbekannte Nummer,04193,2016,3,Friedrichshain-Kreuzberg,25,25,1
_j19l3rsrr,13.34839,52.53892,Großblättrige Sommerlinde,LINDE,Nordufer,20,361900,2015,4,Mitte,5,85,10
_j1c59n17n,13.40076,52.4907,Linde,LINDE,Baerwaldstraße,unbekannte Nummer,00394,1983,36,Friedrichshain-Kreuzberg,25,100,4
_j1dbu95g5,13.30714,52.50367,Winter-Linde,LINDE,Mommsenstraße,30,03115,1978,41,Charlottenburg-Wilmersdorf,50,50,1
_j1ix353wr,13.44812,52.47069,Japanischer Schnurbaum,undefined,Unstrutstraße,gg. 5,4601,2016,3,Neukölln,10,20,2
_j1lyhlkxz,13.35576,52.54309,Hainbuche,HAINBUCHE,Triftstraße,57,30668,1986,33,Mitte,10,175,9
_j1rt9jcrv,13.41715,52.50085,Kleinkronige Winter-Linde,LINDE,Dresdener Straße,unbekannte Nummer,06096,2009,10,Friedrichshain-Kreuzberg,50,100,2
_j1xnmlu46,13.29383,52.51717,Spitz-Ahorn,AHORN,Nehringstraße,33,03191,2005,14,Charlottenburg-Wilmersdorf,25,25,1
_j2134irkz,13.33845,52.48671,Echter Rotdorn,WEIßDORN,Bozener Straße,13,17895,2002,17,Tempelhof-Schöneberg,50,100,2
_j22nq4yiz,13.5542,52.43466,Krim-Linde,LINDE,Arndtstraße,unbekannte Nummer,070124,1937,82,Treptow-Köpenick,10,30,3
_j26bbyg15,13.33013,52.48505,Holländische Linde,LINDE,Wilhelmsaue,138,04868,1955,64,Charlottenburg-Wilmersdorf,25,175,7
_j2cq416n8,13.37846,52.49185,Linde,LINDE,Yorckstraße,unbekannte Nummer,04977,1989,30,Friedrichshain-Kreuzberg,50,100,2
_j2g61ddkg,13.42371,52.54386,Baum-Hasel,HASEL,Senefelderstraße,unbekannte Nummer,42683,1982,37,Pankow,10,65,3
_j3afl7p0u,13.43363,52.49544,Linde,LINDE,Forster Straße,unbekannte Nummer,01336,1969,50,Friedrichshain-Kreuzberg,50,50,1
_j3bbevhkf,13.49163,52.50304,Japanische Zierkirsche 'Kanzan',undefined,Emanuelstraße,unbekannte Nummer,,1965,54,Lichtenberg,50,310,9
_j3d2wa6ht,13.2846,52.58884,Fächerblattbaum,GINKGO,Berliner Straße,95,00512-Str,1980,39,Reinickendorf,25,50,2
_j3kt7jjch,13.32452,52.4707,Echter Rotdorn,WEIßDORN,Rotdornstraße,3,17824,2015,4,Tempelhof-Schöneberg,10,20,2
_j3tgc6755,13.34888,52.40659,Hainbuche,HAINBUCHE,Waldsassener Straße,63,5336,1994,25,Tempelhof-Schöneberg,50,80,4
_j3yt2317b,13.30964,52.49626,"Berg-Ahorn, Weiss-Ahorn",AHORN,Zähringerstraße,19,04983,1935,84,Charlottenburg-Wilmersdorf,10,10,1
_j50uv98td,13.26593,52.53654,Winter-Linde 'Greenspire',LINDE,Nonnendammallee,81,03260-Str,2015,4,Spandau,50,325,7
_j5gmgc5za,13.37487,52.53755,Spitz-Ahorn,AHORN,Liesenstraße,17,30648,1950,69,Mitte,5,5,1
_j5l6zwz78,13.44473,52.5241,Baum-Hasel,HASEL,Richard-Sorge-Straße,unbekannte Nummer,RICHARD-,1983,36,Friedrichshain-Kreuzberg,25,25,1
_j5oro9nxe,13.29191,52.50535,Ahornblättrige Platane,PLATANE,Trendelenburgstraße,2-7,04538,2010,9,Charlottenburg-Wilmersdorf,25,325,9
_j5xjugmlf,13.48277,52.48894,"Hänge-Weide, Trauer-Weide",WEIDE,unbekannte Straße,unbekannte Nummer,GRTUN13,1910,109,Friedrichshain-Kreuzberg,25,25,1
_j6ho05x27,13.23618,52.57035,"Berg-Ahorn, Weiss-Ahorn",AHORN,Scharfenberger Straße,1,,1919,100,Reinickendorf,50,110,4
_j6swhq8n5,13.55484,52.44064,Krim-Linde,LINDE,Waldstraße,unbekannte Nummer,070944,1957,62,Treptow-Köpenick,25,200,7
_j6uhmrull,13.37681,52.49174,Linde,LINDE,Yorckstraße,unbekannte Nummer,04977,1981,38,Friedrichshain-Kreuzberg,50,200,4
_j6z6k5k7b,13.30452,52.49704,Silber-Linde,LINDE,Paulsborner Straße,8A,03415,1955,64,Charlottenburg-Wilmersdorf,25,530,13
_j7estsokj,13.42504,52.5337,Baum-Hasel,HASEL,Winsstraße,unbekannte Nummer,43588,1993,26,Pankow,50,150,3
_j7gypvq3u,13.28123,52.58568,Gemeine Rosskastanie,ROSSKASTANIE,Medebacher Weg,4,03023-Str,1950,69,Reinickendorf,10,40,4
_j7hk97eze,13.37999,52.49164,Apfel-Dorn,WEIßDORN,Hagelberger Straße,unbekannte Nummer,01792,2004,15,Friedrichshain-Kreuzberg,50,150,3
_j7mvcex6c,13.35077,52.4865,Winter-Linde,LINDE,Eisenacher Straße,unbekannte Nummer,,1965,54,Tempelhof-Schöneberg,50,100,2
_j7pkdbva2,13.33822,52.55161,Baum-Hasel,HASEL,Sansibarstraße,7,30576,2001,18,Mitte,10,270,9
_j7wvspz7w,13.40622,52.49391,Schwedische Mehlbeere,MEHLBEERE,Geibelstraße,unbekannte Nummer,01492,1985,34,Friedrichshain-Kreuzberg,10,10,1
_j82ph4bze,13.43189,52.50121,Rot-/Weißdorn,WEIßDORN,Muskauer Straße,unbekannte Nummer,03161,1987,32,Friedrichshain-Kreuzberg,50,50,1
_j83fdg2ls,13.36308,52.49501,Japanischer Schnurbaum,undefined,Steinmetzstraße,57,17812,1991,28,Tempelhof-Schöneberg,25,50,2
_j85r43cyg,13.33184,52.46481,Sommer-Linde,LINDE,Peschkestraße,9,3432,1982,37,Steglitz-Zehlendorf,10,710,64
_j8cztzcih,13.41293,52.56424,Winter-Linde 'Greenspire',LINDE,Berliner Straße,unbekannte Nummer,40307PAN,1995,24,Pankow,25,210,6
_j8euezo6r,13.28943,52.51315,Spitz-Ahorn,AHORN,Knobelsdorffstraße,48/50,02488,1986,33,Charlottenburg-Wilmersdorf,50,50,1
_j8qrmjccl,13.31695,52.52994,Birken-Pappel,PAPPEL,Ufnaustraße,7,218220,1975,44,Mitte,50,50,1
_j8y2uqnuc,13.48174,52.4996,Spitz-Ahorn,AHORN,Schlichtallee,unbekannte Nummer,29SB16,1965,54,Lichtenberg,25,85,3
_j90ytdkkp,13.453,52.51321,Platane,PLATANE,Warschauer Straße,unbekannte Nummer,WARSCH,1955,64,Friedrichshain-Kreuzberg,25,35,2
_j9hakwlqr,13.29854,52.43665,"Berg-Ahorn, Weiss-Ahorn",AHORN,Holbeinstraße,2,002061,1940,79,Steglitz-Zehlendorf,25,25,1
_j9jhyt4vu,13.54047,52.49214,Eiche 'Fastigiata Koster',EICHE,Robert-Siewert-Straße,unbekannte Nummer,31SB52,2016,3,Lichtenberg,25,25,1
_j9ogbo814,13.38243,52.49011,Linde,LINDE,Großbeerenstraße,unbekannte Nummer,01709,1980,39,Friedrichshain-Kreuzberg,50,200,4
_j9skzj2da,13.3382,52.48674,Echter Rotdorn,WEIßDORN,Bozener Straße,13,17895,1976,43,Tempelhof-Schöneberg,50,50,1
_ja5fvxhdh,13.47322,52.51297,Kaiser-Linde,LINDE,Jessnerstraße,unbekannte Nummer,JESSNERS,2004,15,Friedrichshain-Kreuzberg,10,80,5
_jalwg1093,13.43809,52.53343,Winter-Linde,LINDE,unbekannte Straße,unbekannte Nummer,70912,2018,1,Pankow,50,50,1
_japueqwwk,13.4517,52.43756,"Sommer-Eiche, Stiel-Eiche",EICHE,Grüner Weg,81,1726,1970,49,Neukölln,25,205,13
_jaw2l7mm6,13.29751,52.44293,Winter-Linde,LINDE,Gardeschützenweg,142,001473,2013,6,Steglitz-Zehlendorf,10,385,37
_jbcml9wgx,13.32562,52.46949,Gemeine Rosskastanie,ROSSKASTANIE,Stubenrauchstraße,66,17819,1990,29,Tempelhof-Schöneberg,50,50,1
_jc4l9p6mw,13.44029,52.48274,Winter-Linde,LINDE,Laubestraße,11,2715,1955,64,Neukölln,25,25,1
_jcz4lerb9,13.29777,52.63139,Gewöhnliche Esche,ESCHE,Walporzheimer Straße,37,04698-Str,1972,47,Reinickendorf,25,300,7
_jd3dkkqnb,13.37657,52.49167,Linde,LINDE,Yorckstraße,unbekannte Nummer,04977,1987,32,Friedrichshain-Kreuzberg,50,200,4
_jdeqczu6e,13.45668,52.5097,Winter-Linde,LINDE,Wühlischstraße,unbekannte Nummer,WÜHLISCH,2005,14,Friedrichshain-Kreuzberg,10,60,2
_jdkitikat,13.32231,52.48792,Amerikanische Linde,LINDE,Fechnerstraße,12,01242,1984,35,Charlottenburg-Wilmersdorf,10,10,1
_jdsprzeac,13.4694,52.51749,Spitz-Ahorn,AHORN,unbekannte Straße,unbekannte Nummer,60114,1982,37,Friedrichshain-Kreuzberg,10,160,4
_jeat8ql80,13.44814,52.47063,Japanischer Schnurbaum,undefined,Unstrutstraße,gg. 4,4601,2016,3,Neukölln,10,20,2
_jeayvs4xx,13.43974,52.55237,Winter-Linde,LINDE,Friesickestraße,unbekannte Nummer,40912,1996,23,Pankow,50,150,3
_jefwviuw7,13.33561,52.48885,Amerikanische Linde,LINDE,Jenaer Straße,19,02234,1993,26,Charlottenburg-Wilmersdorf,50,50,1
_jeiejg7ck,13.36556,52.49632,Sommer-Linde,LINDE,Bülowstraße,39,17894,1969,50,Tempelhof-Schöneberg,10,35,2
