id,lat,lng,artdtsch,gattungdeutsch,strname,hausnr,standortnr,pflanzjahr,standalter,bezirk,zeit,wassermenge,wassersumme
_hnn9t74ny,13.44904,52.51817,Baum-Hasel,HASEL,Richard-Sorge-Straße,undefined,RICHARD-,1989.0,30,Friedrichshain-Kreuzberg,2020-07-19 19:38:23.043717+00,50,50
_hnsybk108,13.24528,52.42615,Winter-Linde,LINDE,Berlepschstraße,72b,507,1930.0,89,Steglitz-Zehlendorf,2020-07-04 19:21:09.404675+00,5,5
_hoptiyakv,13.40691,52.55262,Säulenförmiger Spitz-Ahorn,AHORN,Paul-Robeson-Straße,undefined,42791,2016.0,3,Pankow,2020-08-08 05:41:26.531386+00,25,25
_hovmvb6fe,13.33425,52.48854,Silber-Linde,LINDE,Helmstedter Straße,15,01932,1965.0,54,Charlottenburg-Wilmersdorf,2020-05-24 19:56:22.149051+00,5,5
_hoxbqd26g,13.3498,52.50079,Silber-Linde,LINDE,Courbièrestraße,9,17900,1997.0,22,Tempelhof-Schöneberg,2020-06-04 18:31:35.470124+00,50,95
_hoxn61hrl,13.39448,52.503840000000004,Sand-Birke,BIRKE,undefined,undefined,00043,2003.0,16,Friedrichshain-Kreuzberg,2020-08-15 16:22:44.940775+00,50,150
_hp0wcv4oq,13.34697,52.49214,Spitz-Ahorn,AHORN,Barbarossastraße,52,17648,1951.0,68,Tempelhof-Schöneberg,2020-07-20 11:09:22.720766+00,25,125
_hph3wh56l,13.31354,52.46836,Säulenförmiger Spitz-Ahorn,AHORN,Bonner Straße,3,00656,2014.0,5,Charlottenburg-Wilmersdorf,2020-06-01 07:09:27.028086+00,25,150
_hpoqxtl5r,13.42784,52.54661,Winter-Linde,LINDE,Prenzlauer Allee,undefined,42299,2004.0,15,Pankow,2020-08-06 22:33:03.064628+00,50,370
_hpp8q6t9a,13.561029999999999,52.444280000000006,Gewöhnliche Esche,ESCHE,Ottomar-Geschke-Straße,undefined,102014,2006.0,13,Treptow-Köpenick,2020-06-11 08:11:33.765463+00,50,50
_hq399m3nj,13.46585,52.5172,Chinesische Wild-Birne,BIRNE,Schreinerstraße,undefined,SCHREIN,1999.0,20,Friedrichshain-Kreuzberg,2020-05-26 16:59:05.611194+00,10,375
_hq6uthcn9,13.40269,52.563669999999995,Winter-Linde,LINDE,Heynstraße,undefined,41301,1999.0,20,Pankow,2020-06-10 14:47:12.79894+00,50,250
_hqywsyy2w,13.343720000000001,52.47006999999999,Robinie,ROBINIE,Rubensstraße,62,17730,1978.0,41,Tempelhof-Schöneberg,2020-06-10 16:23:56.642172+00,10,50
_hrlcx3kgi,13.37279,52.5441,Spitz-Ahorn,AHORN,Gerichtstraße,21,30605,2004.0,15,Mitte,2020-09-16 13:21:49.328702+00,50,150
_hrwn4hbma,13.47105,52.51718,Pflaumenblättriger Weiss-Dorn,WEIßDORN,undefined,undefined,60114,2013.0,6,Friedrichshain-Kreuzberg,2020-05-22 05:27:51.383821+00,10,160
_hssb47ctc,13.48465,52.53866,Feldahorn 'Elsrijk',AHORN,Mittelstraße,undefined,15SB08,2016.0,3,Lichtenberg,2020-05-28 12:47:55.972116+00,50,100
_ht0mkk2lv,13.49344,52.520419999999994,Feld-Ahorn,AHORN,Bornitzstraße,92,21SB05,1997.0,22,Lichtenberg,2020-05-21 15:31:12.667015+00,50,300
_htkvjsclr,13.34723,52.54715,Feld-Ulme,ULME,Lütticher Straße,50,372700,1963.0,56,Mitte,2020-08-07 16:59:31.616905+00,50,50
_htq9fu3lp,13.42973,52.50043,Sommer-Linde,LINDE,Lausitzer Platz,undefined,07050,1973.0,46,Friedrichshain-Kreuzberg,2020-07-12 12:00:52.682947+00,50,50
_hts12nbqk,13.199760000000001,52.546380000000006,Winter-Linde,LINDE,Falkenhagener Straße,19,01226-Str,1962.0,57,Spandau,2020-06-01 09:29:29.443058+00,10,60
_htw6us4i7,13.32045,52.47429,Spitz-Ahorn,AHORN,Deidesheimer Straße,25,17899,2013.0,6,Tempelhof-Schöneberg,2020-06-23 18:38:57.786478+00,50,800
_hu7n60eh2,13.4498,52.4486,"Berg-Ahorn, Weiss-Ahorn",AHORN,Fritz-Reuter-Allee,46,1414,2012.0,7,Neukölln,2020-05-21 09:33:06.69677+00,25,25
_hu93ai1we,13.33421,52.490159999999996,Silber-Linde,LINDE,Helmstedter Straße,8,01932,1936.0,83,Charlottenburg-Wilmersdorf,2020-06-26 08:48:23.343623+00,50,400
_hulye54ke,13.3891,52.61929,Linde,LINDE,Schildower Straße,undefined,42560,1990.0,29,Pankow,2020-08-12 22:17:55.329008+00,25,35
_hutqeghps,13.42085,52.50572,Winter-Linde,LINDE,Engeldamm,66,172100,2006.0,13,Mitte,2020-08-09 20:44:08.484926+00,50,150
_huwu7pxtl,13.43056,52.53617,"Berg-Ahorn, Weiss-Ahorn",AHORN,Chodowieckistraße,undefined,40515,1985.0,34,Pankow,2020-05-21 10:58:44.276054+00,10,50
_hvax61iu3,13.46785,52.50954,Kaiser-Linde,LINDE,Weserstraße,undefined,WESERSTR,1998.0,21,Friedrichshain-Kreuzberg,2020-06-04 15:25:41.587759+00,10,10
_hvc5qn28b,13.44559,52.52253,Baum-Hasel,HASEL,Richard-Sorge-Straße,undefined,RICHARD-,1989.0,30,Friedrichshain-Kreuzberg,2020-05-22 09:48:39.76945+00,25,105
_hve1n1ipq,13.29021,52.5124,Schwedische Mehlbeere,MEHLBEERE,Horstweg,18,02093,2014.0,5,Charlottenburg-Wilmersdorf,2020-06-16 16:51:35.547579+00,25,175
_hvtp4xya1,13.278129999999999,52.634640000000005,Echte Mehlbeere,MEHLBEERE,Münchener Straße,6,03151-Str,1995.0,24,Reinickendorf,2020-05-20 10:31:08.955739+00,50,150
_hvz293yg7,13.41823,52.53103,Winter-Linde,LINDE,Metzer Straße,undefined,41954,1993.0,26,Pankow,2020-05-22 07:05:21.628432+00,10,45
_hw0j57ta8,13.393770000000002,52.55692,Winter-Linde,LINDE,Grüntaler Straße,67,369900,1982.0,37,Mitte,2020-06-06 22:04:33.995158+00,50,50
_hw8u4l0qn,13.32882,52.472669999999994,Spitz-Ahorn,AHORN,Friedrich-Wilhelm-Platz,14,17743,1990.0,29,Tempelhof-Schöneberg,2020-08-15 19:22:18.402098+00,50,150
_hwx8jh3t5,13.400210000000001,52.546969999999995,"Oxelbeere, Schwedische Mehlbeere",MEHLBEERE,undefined,undefined,70802,2002.0,17,Pankow,2020-08-12 11:39:22.717496+00,10,260
_hx26y0p82,13.357389999999999,52.49442,Spitz-Ahorn,AHORN,Pallasstraße,27,17717,1982.0,37,Tempelhof-Schöneberg,2020-06-02 20:40:12.25837+00,10,10
_hx2zgz8qd,13.443579999999999,52.49722,Baum-Hasel,HASEL,Cuvrystraße,undefined,00895,1973.0,46,Friedrichshain-Kreuzberg,2020-05-25 11:14:35.070057+00,25,25
_hxeg6fj10,13.29855,52.61825,Spitz-Ahorn,AHORN,Frohnauer Straße,23,01423-Str,1964.0,55,Reinickendorf,2020-05-22 09:02:33.203513+00,25,25
_hxelmubrd,13.38069,52.49175,Rot-/Weißdorn,WEIßDORN,Hagelberger Straße,undefined,01792,1996.0,23,Friedrichshain-Kreuzberg,2020-07-30 18:47:40.768561+00,50,50
_hy7w1r86g,13.256120000000001,52.43455,Silber-Linde 'Szeleste',LINDE,Königstraße,ggü 2,002509,2015.0,4,Steglitz-Zehlendorf,2020-08-15 19:11:32.354478+00,5,230
_hyyrelbj8,13.43944,52.46241,Winter-Linde,LINDE,undefined,undefined,325.024,,undefined,Neukölln,2020-10-09 08:09:30.403852+00,10,10
_hz1fq3qlf,13.32206,52.465869999999995,Spitz-Ahorn,AHORN,Lepsiusstraße,6,002750,1985.0,34,Steglitz-Zehlendorf,2020-06-01 08:49:55.798536+00,10,10
_hznthon06,13.34085,52.48165,Japanische Zierkirsche 'Kanzan',undefined,Nymphenburger Straße,11,17708,1980.0,39,Tempelhof-Schöneberg,2020-05-22 15:21:28.629425+00,50,50
_hzpgd6oya,13.21134,52.56021,Winter-Linde,LINDE,Chamissostraße,20,00853-Str,1987.0,32,Spandau,2020-06-04 19:23:13.931524+00,25,25
_hzx1xwc7g,13.4337,52.55266999999999,Winter-Linde,LINDE,Streustraße,undefined,43251,1991.0,28,Pankow,2020-08-13 13:34:11.026828+00,25,25
_hzx5hgc55,13.45677,52.52299,Spitz-Ahorn,AHORN,undefined,undefined,80101,2007.0,12,Pankow,2020-06-23 12:51:58.877587+00,25,445
_i0kiwt177,13.384720000000002,52.480019999999996,Sommer-Linde,LINDE,Wolffring,5,4936,1971.0,48,Tempelhof-Schöneberg,2020-08-22 14:29:38.63276+00,50,50
_i0npsyj6o,13.332729999999998,52.489869999999996,Winter-Linde,LINDE,Tharandter Straße,6,04465,1966.0,53,Charlottenburg-Wilmersdorf,2020-08-16 17:48:06.45409+00,25,25
_i0yw2twmj,13.435920000000001,52.4909,Ulme,ULME,Maybachufer,undefined,3021,2005.0,14,Neukölln,2020-05-26 16:40:21.744903+00,50,840
_i149599zj,13.423079999999999,52.500040000000006,Feld-Ulme,ULME,Heinrichplatz,undefined,06999,1899.0,120,Friedrichshain-Kreuzberg,2020-08-25 21:50:21.068449+00,25,60
_i1eq0c9bs,13.515529999999998,52.55933,Gewöhnliche Esche,ESCHE,Am Breiten Luch,undefined,10SB01,1990.0,29,Lichtenberg,2020-08-12 17:04:55.366759+00,10,115
_i1lyg66az,13.44994,52.447759999999995,"Berg-Ahorn, Weiss-Ahorn",AHORN,Fritz-Reuter-Allee,50,1414,2012.0,7,Neukölln,2020-05-21 09:45:16.343591+00,25,25
_i1sqqvy5s,13.52385,52.452290000000005,Sommer-Linde,LINDE,Köllnische Straße,undefined,050164,1917.0,102,Treptow-Köpenick,2020-06-10 18:47:52.933899+00,25,100
_i27bov7th,13.382079999999998,52.44752,Winter-Linde,LINDE,Machonstraße,34,2908,1999.0,20,Tempelhof-Schöneberg,2020-05-22 20:15:42.915313+00,50,50
_i2ldc9dhn,13.42015,52.493430000000004,Dreidorniger Lederhülsenbaum,GLEDITSCHIE,Böckhstraße,undefined,00630,1977.0,42,Friedrichshain-Kreuzberg,2020-07-25 15:26:50.073713+00,25,50
_i2uuj1tz7,13.438020000000002,52.53441,Hainbuche,HAINBUCHE,Bötzowstraße,undefined,40403,2000.0,19,Pankow,2020-05-22 09:37:35.826069+00,50,135
_i2y8zjuwi,13.39396,52.55705,Winter-Linde,LINDE,Grüntaler Straße,66,369900,1987.0,32,Mitte,2020-06-06 22:04:55.81446+00,50,50
_i3405ypsn,13.33351,52.52754,Pyramiden-Hainbuche,HAINBUCHE,Emdener Straße,3,220320,1985.0,34,Mitte,2020-07-26 21:38:12.593667+00,25,25
_i37he55ag,13.325270000000002,52.471169999999994,Echter Rotdorn,WEIßDORN,Rotdornstraße,1,17824,2017.0,2,Tempelhof-Schöneberg,2020-06-07 05:36:14.312041+00,50,50
_i3mjvqifv,13.34975,52.50164,Silber-Linde,LINDE,Courbièrestraße,5,17900,1988.0,31,Tempelhof-Schöneberg,2020-06-03 17:54:26.16686+00,50,170
_i3q1r3664,13.26234,52.51067,Gewöhnliche Esche,ESCHE,Länderallee,16,02675,1980.0,39,Charlottenburg-Wilmersdorf,2020-08-06 11:15:29.96614+00,10,10
_i40fqwdq0,13.433710000000001,52.53471999999999,Feld-Ahorn,AHORN,Dietrich-Bonhoeffer-Straße,undefined,43605,2009.0,10,Pankow,2020-06-05 19:09:52.602404+00,10,35
_i4j3msm7u,13.40784,52.5394,Echte Mehlbeere,MEHLBEERE,Oderberger Straße,undefined,42127,2012.0,7,Pankow,2020-05-24 15:19:43.275028+00,50,50
_i4ji5zcc1,13.29865,52.618159999999996,Spitz-Ahorn,AHORN,Frohnauer Straße,23,01423-Str,1954.0,65,Reinickendorf,2020-05-22 09:02:18.313783+00,25,50
_i4lgnkrm4,13.301910000000001,52.44538000000001,Sommer-Linde,LINDE,Tietzenweg,24,004496,1981.0,38,Steglitz-Zehlendorf,2020-06-21 05:12:44.72985+00,10,10
_i4mf0r59o,13.349879999999999,52.5019,Silber-Linde,LINDE,Courbièrestraße,4,17900,1963.0,56,Tempelhof-Schöneberg,2020-06-12 14:42:48.761554+00,10,20
_i4vjo05ro,13.446829999999999,52.52345,Schwedische Mehlbeere,MEHLBEERE,Wilhelm-Stolze-Straße,33,43576,2017.0,2,Friedrichshain-Kreuzberg,2020-08-01 06:47:13.995528+00,25,25
_i55u7pzpd,13.34945,52.43456,Winter-Linde,LINDE,Paul-Schneider-Straße,31,003418,1983.0,36,Steglitz-Zehlendorf,2020-05-20 21:29:04.219917+00,25,35
_i6qfp9hc0,13.42058,52.505759999999995,Holländische Linde,LINDE,Engeldamm,68,172100,1992.0,27,Mitte,2020-08-09 20:41:29.982228+00,50,100
_i722gg44a,13.4104,52.551390000000005,Hainbuche,HAINBUCHE,Seelower Straße,undefined,42665,1980.0,39,Pankow,2020-06-06 11:20:05.693464+00,50,215
_i7b6ciumv,13.42115,52.47955,Winter-Linde,LINDE,Mahlower Straße,21,2916,1960.0,59,Neukölln,2020-05-29 17:01:09.427652+00,50,50
_i7gt6cojl,13.44316,52.48665,Sand-Birke,BIRKE,Bouchéstraße,46a,6088,2000.0,19,Neukölln,2020-06-10 20:54:05.019161+00,10,10
_i7m8vlfu8,13.5103,52.57251,Holländische Linde,LINDE,Rostocker Straße,undefined,07SB05,1985.0,34,Lichtenberg,2020-05-28 09:15:09.209771+00,5,5
_i7oiwa6pn,13.32366,52.47667,Kaiser-Linde,LINDE,Fehlerstraße,7,17660,2019.0,0,Tempelhof-Schöneberg,2020-07-25 12:29:19.333027+00,50,100
_i7quriigg,13.31274,52.525659999999995,"Berg-Ahorn, Weiss-Ahorn",AHORN,Kaiserin-Augusta-Allee,94,02289,1988.0,31,Charlottenburg-Wilmersdorf,2020-08-16 16:49:03.684618+00,25,50
_i8n8z8erc,13.45101,52.502280000000006,Echter Rotdorn,WEIßDORN,Ehrenbergstraße,undefined,EHRENBER,2004.0,15,Friedrichshain-Kreuzberg,2020-08-09 20:52:30.355779+00,10,410
_i904jh0bo,13.468539999999999,52.51693,Winter-Linde,LINDE,Voigtstraße,undefined,VOIGT,1999.0,20,Friedrichshain-Kreuzberg,2020-05-26 21:11:46.250634+00,10,10
_i91ohk1m3,13.318610000000001,52.48138,Amerikanische Linde,LINDE,Paretzer Straße,11-12,03397,1977.0,42,Charlottenburg-Wilmersdorf,2020-08-17 18:45:37.559575+00,25,25
_i9aso5dv4,13.34617,52.484790000000004,Winter-Linde 'Boehlje',LINDE,Belziger Straße,71,17642,2006.0,13,Tempelhof-Schöneberg,2020-05-24 15:00:26.591237+00,10,10
_ia2apg0th,13.211820000000001,52.560219999999994,Winter-Linde,LINDE,Chamissostraße,21,00853-Str,1968.0,51,Spandau,2020-05-27 20:43:58.482595+00,10,10
_ia4tpho4r,13.3378,52.51993,Walnuss,WALNUSS,Bundesratufer,13,240600,2007.0,12,Mitte,2020-08-11 19:37:47.062113+00,25,75
_iau2zz7ya,13.36423,52.49873,Spitz-Ahorn 'Cleveland',AHORN,Steinmetzstraße,3,17812,2003.0,16,Tempelhof-Schöneberg,2020-06-17 13:24:18.945662+00,50,100
_iawfk88l3,13.3039,52.5156,Birken-Pappel,PAPPEL,Haubachstraße,18-20,01860,1984.0,35,Charlottenburg-Wilmersdorf,2020-06-10 17:50:02.781636+00,5,30
_ibaqjao44,13.28065,52.51386,Birken-Pappel,PAPPEL,Haeselerstraße,4,01786,1985.0,34,Charlottenburg-Wilmersdorf,2020-08-15 17:38:19.572997+00,25,50
_ibd87q3sy,13.45183,52.51505,Gewöhnliche Esche,ESCHE,undefined,undefined,60107,1991.0,28,Friedrichshain-Kreuzberg,2020-09-03 18:16:44.34757+00,10,10
_ichh9pwtn,13.46698,52.51778,Sand-Birke,BIRKE,Bänschstraße,undefined,BÄNSCHST,1957.0,62,Friedrichshain-Kreuzberg,2020-05-21 22:15:33.007333+00,25,115
_icioj2dvv,13.42349,52.54914,Ahornblättrige Platane,PLATANE,Gudvanger Straße,undefined,41128,1985.0,34,Pankow,2020-06-25 17:06:20.478104+00,25,25
_iedpwctoc,13.38344,52.55863000000001,Japanische Zierkirsche 'Kanzan',undefined,undefined,undefined,301010,2001.0,18,Mitte,2020-09-01 12:33:26.603183+00,50,300
_iekjlvwgn,13.334979999999998,52.49058,Silber-Linde,LINDE,Güntzelstraße,65,01740,2010.0,9,Charlottenburg-Wilmersdorf,2020-07-03 20:03:34.194949+00,25,25
_ielipobb1,13.46918,52.496030000000005,Feldahorn 'Elsrijk',AHORN,Krachtstraße,undefined,KRACHTST,2002.0,17,Friedrichshain-Kreuzberg,2020-07-16 18:05:19.817336+00,50,550
_ieq60uy5x,13.1495,52.53527,Winter-Linde,LINDE,Spandauer Straße,undefined,04236-Str,1952.0,67,Spandau,2020-06-02 05:04:25.79699+00,10,10
_iezbmkraa,13.35104,52.48911999999999,Säulenzypresse,SCHEINZYPRESSE,Klixstraße,2,17783,2000.0,19,Tempelhof-Schöneberg,2020-08-15 08:50:22.535897+00,5,5
_if4cdz3n1,13.37701,52.556090000000005,"Berg-Ahorn, Weiss-Ahorn",AHORN,Koloniestraße,144,371500,1953.0,66,Mitte,2020-08-24 10:04:14.373399+00,50,300
_ifq00ubhp,13.35665,52.542190000000005,Baum-Hasel,HASEL,Sprengelstraße,9,376500,2002.0,17,Mitte,2020-08-21 12:43:43.7053+00,50,50
_ifvqh7pib,13.44974,52.49203000000001,Ahornblättrige Platane,PLATANE,Kiefholzstraße,undefined,010294,2019.0,0,Treptow-Köpenick,2020-08-10 17:25:24.345476+00,5,10
_ig0fvhhgd,13.52369,52.45255,Säulenförmiger Spitz-Ahorn,AHORN,Rudower Straße,undefined,050224,2019.0,0,Treptow-Köpenick,2020-06-03 18:02:31.967865+00,25,65
_ighgjlgez,13.227739999999999,52.50781,"Sommer-Eiche, Stiel-Eiche",EICHE,Angerburger Allee,undefined,00308,1965.0,54,Charlottenburg-Wilmersdorf,2020-05-20 18:39:14.232337+00,25,25
_igjln08g3,13.294629999999998,52.470909999999996,Holländische Linde,LINDE,Misdroyer Straße,31,03087,1935.0,84,Charlottenburg-Wilmersdorf,2021-04-24 10:17:28.996058+00,50,50
_ihern4ak8,13.519820000000001,52.55313,Blumen-Esche,ESCHE,Gehrenseestraße,undefined,11SB13,2012.0,7,Lichtenberg,2020-08-23 07:40:23.092589+00,10,10
_ihg5i53k6,13.46984,52.51235,Kaiser-Linde,LINDE,Scharnweberstraße,52A,SCHARNWE,1995.0,24,Friedrichshain-Kreuzberg,2020-07-19 13:05:43.321503+00,25,100
_ihhjp0wor,13.511370000000001,52.43631,Gefuelltblühende Vogelkirsche,undefined,Hanuschkestraße,undefined,40174,2007.0,12,Treptow-Köpenick,2020-05-20 20:02:39.656715+00,50,600
_ihvbpk4cg,13.46946,52.517419999999994,Pflaumenblättriger Weiss-Dorn,WEIßDORN,undefined,undefined,60114,2014.0,5,Friedrichshain-Kreuzberg,2020-05-22 05:24:07.75541+00,10,160
_iipq85p8h,13.32102,52.459990000000005,Linde,LINDE,Zimmermannstraße,33,005018,2011.0,8,Steglitz-Zehlendorf,2020-06-12 12:10:38.925215+00,50,775
_iisn94trn,13.34095,52.48153000000001,Japanische Zierkirsche 'Kanzan',undefined,Nymphenburger Straße,10,17708,1974.0,45,Tempelhof-Schöneberg,2020-05-22 15:24:19.522019+00,50,100
_ij0d9hfdm,13.38144,52.49312,Linde,LINDE,Yorckstraße,undefined,04977,1992.0,27,Friedrichshain-Kreuzberg,2020-08-05 05:24:37.674244+00,50,100
_ijhe0113p,13.44365,52.486959999999996,Winter-Linde,LINDE,Bouchéstraße,54,6088,1982.0,37,Neukölln,2020-08-07 20:22:54.447072+00,25,175
_ijn7xirhv,13.281189999999999,52.58578000000001,Winter-Linde 'Greenspire',LINDE,Medebacher Weg,4,03023-Str,2008.0,11,Reinickendorf,2020-06-23 20:02:24.058106+00,10,10
_ik587vzcg,13.3611,52.501490000000004,Holländische Linde,LINDE,Pohlstraße,87,219620,1950.0,69,Mitte,2020-05-22 10:48:01.441832+00,25,110
_ikkpzb65g,13.41148,52.542790000000004,Gemeine Rosskastanie,ROSSKASTANIE,undefined,undefined,70553,1938.0,81,Pankow,2020-05-20 19:36:49.032289+00,25,150
_ikl16ljdx,13.31122,52.50826,Kaiser-Linde,LINDE,Weimarer Straße,ggü. 31,04760,1990.0,29,Charlottenburg-Wilmersdorf,2020-06-01 08:28:21.929875+00,10,100
_ilcqm3232,13.36994,52.4894,Kugel-Ahorn,AHORN,Bautzener Platz,2,17772,2012.0,7,Tempelhof-Schöneberg,2020-08-18 11:43:46.496607+00,25,50
_illd8vwzx,13.471429999999998,52.517109999999995,Pflaumenblättriger Weiss-Dorn,WEIßDORN,undefined,undefined,60114,2013.0,6,Friedrichshain-Kreuzberg,2020-05-22 05:27:20.555307+00,10,160
_im3rc6udj,13.38304,52.497,Ahornblättrige Platane,PLATANE,Obentrautstraße,undefined,03281,1973.0,46,Friedrichshain-Kreuzberg,2020-06-21 11:29:36.036314+00,25,25
_imb9lf4zm,13.43467,52.48096999999999,Spitz-Ahorn,AHORN,Boddinstraße,66,628,1999.0,20,Neukölln,2020-11-06 09:37:31.413122+00,5,5
_in7viwbm6,13.340010000000001,52.52828,Robinie,ROBINIE,Bredowstraße,8,220520,2001.0,18,Mitte,2020-08-17 09:44:10.032219+00,25,35
_ine8tbql5,13.47843,52.49207,Sumpf-Eiche,EICHE,Tunnelstraße,undefined,TUNNELST,2009.0,10,Friedrichshain-Kreuzberg,2020-08-06 07:17:27.332181+00,50,300
_inijyp4pe,13.40724,52.488780000000006,Chinesische Wild-Birne,BIRNE,Südstern,undefined,04379,2013.0,6,Friedrichshain-Kreuzberg,2020-08-24 10:57:41.509506+00,5,5
_io5aqe7op,13.45413,52.50793,Amerikanische Rot-Eiche,EICHE,Revaler Straße,undefined,REVALER,1993.0,26,Friedrichshain-Kreuzberg,2020-06-01 19:16:39.617677+00,25,75
_io8jbb4l1,13.41975,52.57283,Holländische Linde,LINDE,Damerowstraße,undefined,40546,1949.0,70,Pankow,2020-05-19 18:59:36.925065+00,10,10
_io95uma3l,13.392170000000002,52.48967,Chinesische Wild-Birne,BIRNE,Solmsstraße,undefined,04212,2008.0,11,Friedrichshain-Kreuzberg,2020-08-15 15:40:43.717812+00,25,70
_io9jxchi0,13.46473,52.518280000000004,"Berg-Ahorn, Weiss-Ahorn",AHORN,undefined,undefined,60114,1982.0,37,Friedrichshain-Kreuzberg,2020-06-27 20:26:33.964831+00,10,220
_ip0buqdd0,13.50671,52.45369,Gemeine Rosskastanie,ROSSKASTANIE,Südostallee,undefined,040434,1995.0,24,Treptow-Köpenick,2020-06-01 19:43:31.732963+00,5,5
_ip5w5okeg,13.369470000000002,52.48981,Winter-Linde,LINDE,Hochkirchstraße,7,17678,1988.0,31,Tempelhof-Schöneberg,2020-08-16 20:10:59.36375+00,10,10
_ip698jcpm,13.292929999999998,52.49534,Gemeine Rosskastanie,ROSSKASTANIE,Seesener Straße,25,04118,1915.0,104,Charlottenburg-Wilmersdorf,2020-08-09 10:37:47.592235+00,25,75
_ip87xys85,13.554770000000001,52.4407,Säulenförmiger Spitz-Ahorn,AHORN,Waldstraße,undefined,70944,2000.0,19,Treptow-Köpenick,2020-06-12 05:45:22.690613+00,25,175
_ipaxohg8e,13.386079999999998,52.45796,Spitz-Ahorn,AHORN,Friedrich-Wilhelm-Straße,88,1404,1965.0,54,Tempelhof-Schöneberg,2020-08-15 12:24:23.023765+00,25,275
_ipmbbj587,13.34759,52.55359,Silber-Linde,LINDE,Türkenstraße,25,30574,1964.0,55,Mitte,2020-06-06 07:32:45.177671+00,50,100
_ipuzd59ls,13.46975,52.51237,Kaiser-Linde,LINDE,Scharnweberstraße,52A,SCHARNWE,1995.0,24,Friedrichshain-Kreuzberg,2020-07-19 13:06:14.83752+00,25,75
_ipzdmbsbv,13.41116,52.5453,Spitz-Ahorn 'Olmstedt',AHORN,Milastraße,undefined,41965,2008.0,11,Pankow,2020-08-01 10:30:12.864361+00,10,110
_iq59fkg8k,13.511820000000002,52.56989,Echter Rotdorn,WEIßDORN,Demminer Straße,undefined,06SB02,1980.0,39,Lichtenberg,2020-07-26 11:31:03.03254+00,25,160
_ir0rz2gbf,13.367189999999999,52.50135,Winter-Linde 'Greenspire',LINDE,Körnerstraße,19,243200,2017.0,2,Mitte,2020-05-29 23:58:32.583989+00,25,125
_ir4xpc4qi,13.413039999999999,52.491969999999995,Silber-Linde,LINDE,Urbanstraße,undefined,04607,1967.0,52,Friedrichshain-Kreuzberg,2020-06-02 19:47:33.06201+00,25,25
_ir8rp1fn8,13.486970000000001,52.54659,Baum-Hasel,HASEL,Manetstraße,undefined,13SB13,1995.0,24,Lichtenberg,2020-06-04 06:07:21.518814+00,5,20
_iraav978w,13.427589999999999,52.48195,Kleinkronige Winter-Linde,LINDE,Mainzer Straße,45,2922,2013.0,6,Neukölln,2020-06-23 00:27:49.712553+00,10,295
_irdust7gc,13.291570000000002,52.506119999999996,Ahornblättrige Platane,PLATANE,Trendelenburgstraße,16,04538,1987.0,32,Charlottenburg-Wilmersdorf,2020-08-25 17:30:06.186688+00,50,100
_iretfbhni,13.52305,52.45245,Pyramiden-Hainbuche,HAINBUCHE,Köllnische Straße,undefined,50164,2000.0,19,Treptow-Köpenick,2020-06-10 18:46:39.823112+00,50,100
_irhg19bau,13.32518,52.468090000000004,Spitz-Ahorn,AHORN,Odenwaldstraße,7,17838,1953.0,66,Tempelhof-Schöneberg,2020-06-23 07:59:28.860181+00,50,100
_irv0o5huu,13.44484,52.44588,Säulenzierkirsche,undefined,Parchimer Allee,104,3395,2018.0,1,Neukölln,2020-05-21 09:47:22.261154+00,25,25
_is3clljc6,13.391420000000002,52.46442,Amerikanische Rot-Eiche,EICHE,Götzstraße,undefined,1611,1980.0,39,Tempelhof-Schöneberg,2020-05-28 08:25:15.911835+00,10,140
_is690ozn1,13.47075,52.51724,Spitz-Ahorn,AHORN,undefined,undefined,60114,1974.0,45,Friedrichshain-Kreuzberg,2020-05-22 05:28:12.999813+00,10,60
_islfu5tq7,13.430060000000001,52.49795,Linde,LINDE,Wiener Straße,undefined,04842,1973.0,46,Friedrichshain-Kreuzberg,2020-09-08 20:22:09.459854+00,10,35
_it1xlsu66,13.3135,52.46848000000001,Säulenförmiger Spitz-Ahorn,AHORN,Bonner Straße,4,00656,2014.0,5,Charlottenburg-Wilmersdorf,2020-06-01 07:09:41.987339+00,25,60
_itke33t2y,13.449910000000001,52.44869,"Berg-Ahorn, Weiss-Ahorn",AHORN,Fritz-Reuter-Allee,44,1414,2012.0,7,Neukölln,2020-05-21 09:31:53.196432+00,25,25
_iu4iu7oji,13.371170000000001,52.55368000000001,Großblättrige Sommerlinde,LINDE,Schulstraße,58,364500,2013.0,6,Mitte,2020-08-31 10:57:40.960033+00,50,300
_iui4i5t1q,13.240739999999999,52.44249,Winter-Linde,LINDE,Fischerhüttenstraße,89,1286,1982.0,37,Steglitz-Zehlendorf,2020-07-02 12:46:40.948221+00,50,50
_iumje9uqc,13.498479999999999,52.507580000000004,Chinesische Wild-Birne,BIRNE,Margaretenstraße,8A,24SB28,2006.0,13,Lichtenberg,2020-05-19 14:50:43.922407+00,10,10
_iuqta7t2y,13.4713,52.49588000000001,Sand-Birke,BIRKE,undefined,undefined,60458,1989.0,30,Friedrichshain-Kreuzberg,2020-05-31 18:35:31.463115+00,5,125
_iur7y76dm,13.34387,52.468819999999994,Robinie,ROBINIE,Rubensstraße,70,17730,2007.0,12,Tempelhof-Schöneberg,2020-07-12 13:15:00.252353+00,10,10
