id,lat,lng,artdtsch,gattungdeutsch,strname,hausnr,standortnr,pflanzjahr,standalter,bezirk,zeit,wassermenge,wassersumme
_00l734zv4,13.52865,52.48706,Birken-Pappel,PAPPEL,Rheingoldstraße,45,31SB23,1965.0,54,Lichtenberg,2020-05-22 11:49:01.492546+00,25,60
_013bn7mt5,13.33245,52.44031999999999,Spitz-Ahorn,AHORN,Calandrellistraße,ggü.19,830,2013.0,6,Steglitz-Zehlendorf,2020-05-20 15:12:04.070531+00,25,100
_01b8pwi8h,13.36696,52.50034,Spitz-Ahorn,AHORN,Pohlstraße,35,219620,2010.0,9,Mitte,2020-06-03 17:30:20.34939+00,10,10
_01e1gmep9,13.37515,52.55373,Krim-Linde,LINDE,Exerzierstraße,11,30588,2003.0,16,Mitte,2020-09-02 13:29:11.31918+00,50,150
_01jcl3rr4,13.43166,52.491440000000004,Robinie,ROBINIE,Manitiusstraße,6,2931,2004.0,15,Neukölln,2020-06-01 18:21:54.802575+00,50,120
_02b1wm4xq,13.331010000000001,52.4651,Sommer-Linde,LINDE,Peschkestraße,6,003432,1980.0,39,Steglitz-Zehlendorf,2020-05-26 20:40:50.394686+00,10,770
_02phtjem2,13.38766,52.530409999999996,Weidenblättrige Birne,BIRNE,Schlegelstraße,12,191600,1998.0,21,Mitte,2020-08-16 20:30:28.242157+00,50,50
_02qnujqgt,13.429129999999999,52.500859999999996,Echte Mehlbeere,MEHLBEERE,Waldemarstraße,118,04669,1953.0,66,Friedrichshain-Kreuzberg,2020-07-12 12:32:58.795659+00,50,50
_02wmcyq3w,13.343760000000001,52.49071,"Sommer-Eiche, Stiel-Eiche",EICHE,Berchtesgadener Straße,34,17650,1996.0,23,Tempelhof-Schöneberg,2020-06-16 11:19:43.69581+00,50,50
_02z9hlxyd,13.307220000000001,52.4177,Winter-Linde,LINDE,Schwatlostraße,17,4075,1987.0,32,Steglitz-Zehlendorf,2020-05-25 07:34:48.378854+00,25,25
_02zhpy38p,13.30896,52.44753000000001,Winter-Linde 'Greenspire',LINDE,Gardeschützenweg,50,001473,2015.0,4,Steglitz-Zehlendorf,2020-08-17 19:04:30.462936+00,50,50
_03vg9bw9p,13.45798,52.522909999999996,Rotblühende Rosskastanie,ROSSKASTANIE,undefined,undefined,80101,2007.0,12,Pankow,2020-08-17 18:45:10.737438+00,25,35
_04augqyv9,13.34213,52.49734,Silber-Linde,LINDE,Geisbergstraße,9,17876,1992.0,27,Tempelhof-Schöneberg,2020-08-16 08:02:29.686303+00,10,10
_04daazmfq,13.30352,52.51472,"Oxelbeere, Schwedische Mehlbeere",MEHLBEERE,Thrasoltstraße,24,04481,1987.0,32,Charlottenburg-Wilmersdorf,2020-05-19 17:27:01.835728+00,10,10
_04gn9czjf,13.338820000000002,52.523869999999995,Säulen-Weiss-Dorn,WEIßDORN,Essener Straße,10,224320,2013.0,6,Mitte,2020-05-20 12:00:34.830939+00,10,50
_04trbjphq,13.226370000000001,52.58684,Pyramiden-Eiche,EICHE,Sandhauser Straße,10,03884-Str,2018.0,1,Reinickendorf,2020-08-12 17:43:58.146773+00,25,75
_058i9vpka,13.46231,52.549009999999996,Winter-Linde 'Greenspire',LINDE,Solonplatz,undefined,42719,2002.0,17,Pankow,2020-05-21 12:23:10.99035+00,25,160
_05lvmfaqx,13.33425,52.488459999999996,Amerikanische Linde,LINDE,Helmstedter Straße,15,01932,1986.0,33,Charlottenburg-Wilmersdorf,2020-05-24 19:56:02.650421+00,5,5
_05qydx69h,13.41584,52.492709999999995,Ahornblättrige Platane,PLATANE,Dieffenbachstraße,undefined,00967,1949.0,70,Friedrichshain-Kreuzberg,2020-05-21 14:21:36.875088+00,5,30
_06vwh0ibn,13.34726,52.54694,Hainbuche,HAINBUCHE,Lütticher Straße,3,372700,1982.0,37,Mitte,2020-06-13 20:01:44.531156+00,50,150
_076q78cix,13.449829999999999,52.44798,"Berg-Ahorn, Weiss-Ahorn",AHORN,Fritz-Reuter-Allee,48,1414,2012.0,7,Neukölln,2020-05-21 09:40:22.552434+00,25,25
_07d8l3fj0,13.447989999999999,52.4927,Winter-Linde 'Greenspire',LINDE,Kiefholzstraße,undefined,10294,2000.0,19,Treptow-Köpenick,2020-06-14 18:09:46.476491+00,5,20
_07tclwgim,13.4693,52.51745,Rot-/Weißdorn,WEIßDORN,undefined,undefined,60114,1979.0,40,Friedrichshain-Kreuzberg,2020-05-22 05:23:46.44907+00,10,160
_081g77wmk,13.43816,52.46677,Linde,LINDE,Bruno-Bauer-Straße,2,,1982.0,37,Neukölln,2020-08-10 19:39:30.800069+00,50,50
_082rqo5md,13.337470000000001,52.48678,Echter Rotdorn,WEIßDORN,Bozener Straße,9,17895,1985.0,34,Tempelhof-Schöneberg,2020-06-05 19:02:36.03537+00,50,50
_089aeb6lq,13.35741,52.520959999999995,"Oxelbeere, Schwedische Mehlbeere",MEHLBEERE,Flemingstraße,5,241500,1985.0,34,Mitte,2020-06-10 15:57:10.929093+00,10,10
_08iaqjvj3,13.346779999999999,52.48751,Sand-Birke,BIRKE,undefined,undefined,17235.0,1984.0,35,Tempelhof-Schöneberg,2020-06-12 14:07:45.015152+00,50,200
_08jep54wb,13.29839,52.43659,Spitz-Ahorn,AHORN,Holbeinstraße,1,002061,1981.0,38,Steglitz-Zehlendorf,2020-07-31 18:03:06.984688+00,25,25
_08tqdlu0i,13.36907,52.490030000000004,Sommer-Linde,LINDE,Hochkirchstraße,13,17678,1965.0,54,Tempelhof-Schöneberg,2020-08-16 20:09:37.729633+00,10,10
_09atbs6l0,13.447579999999999,52.492869999999996,Winter-Linde,LINDE,Kiefholzstraße,undefined,010294,1952.0,67,Treptow-Köpenick,2020-06-14 18:10:35.443368+00,5,20
_09rjx9inu,13.43715,52.49051,Winter-Linde,LINDE,Maybachufer,0,3021,1995.0,24,Neukölln,2020-06-23 19:41:31.315052+00,50,355
_0a9pydq8k,13.5317,52.490680000000005,Winter-Linde,LINDE,Rudolf-Grosse-Straße,undefined,31SB31,1965.0,54,Lichtenberg,2020-05-25 13:42:58.211097+00,50,200
_0ah3lj6lm,13.420379999999998,52.50581999999999,Holländische Linde,LINDE,Engeldamm,70,172100,1992.0,27,Mitte,2020-08-09 20:39:50.286778+00,50,100
_0ay5asa8z,13.314179999999999,52.50747,Winter-Linde,LINDE,Leibnizstraße,31,02732,1986.0,33,Charlottenburg-Wilmersdorf,2020-08-15 20:48:51.745877+00,50,150
_0b4ai70hy,13.46504,52.51821999999999,"Berg-Ahorn, Weiss-Ahorn",AHORN,undefined,undefined,60114,1980.0,39,Friedrichshain-Kreuzberg,2020-07-24 05:11:52.179253+00,50,300
_0baoa0xuf,13.31441,52.49564,Silber-Linde,LINDE,Zähringerstraße,35,04983,1925.0,94,Charlottenburg-Wilmersdorf,2020-08-09 20:12:31.410148+00,25,95
_0btudcb3j,13.33165,52.46488000000001,Sommer-Linde,LINDE,Peschkestraße,8,003432,1991.0,28,Steglitz-Zehlendorf,2020-09-13 07:04:32.335892+00,10,40
_0by6os3q4,13.311370000000002,52.50789,Pyramiden-Eiche,EICHE,Pestalozzistraße,undefined,03433,1981.0,38,Charlottenburg-Wilmersdorf,2020-08-11 21:47:55.699634+00,25,210
_0c6yrlpow,13.27811,52.634519999999995,Echte Mehlbeere,MEHLBEERE,Münchener Straße,3,03151-Str,1968.0,51,Reinickendorf,2020-05-20 16:36:36.309227+00,50,100
_0ckgll3uo,13.45243,52.47448000000001,"Berg-Ahorn, Weiss-Ahorn",AHORN,Brusendorfer Straße,24,772,1985.0,34,Neukölln,2020-06-27 23:00:00.446029+00,50,150
_0ctyc0uvr,13.32666,52.46705,Gemeine Rosskastanie,ROSSKASTANIE,Fröaufstraße,7,17884,1987.0,32,Tempelhof-Schöneberg,2020-08-08 18:44:49.236978+00,50,100
_0dic7zi8v,13.4255,52.54789,Spitz-Ahorn 'Cleveland',AHORN,Dunckerstraße,undefined,40647,2000.0,19,Pankow,2020-08-14 18:00:53.220654+00,10,10
_0dihdt89g,13.367070000000002,52.501180000000005,Spitz-Ahorn,AHORN,Körnerstraße,18,243200,2010.0,9,Mitte,2020-06-25 21:57:42.646721+00,25,25
_0dydona3y,13.426039999999999,52.4909,Winter-Linde,LINDE,Hobrechtstraße,58,2012,1980.0,39,Neukölln,2020-08-10 08:03:16.479986+00,25,25
_0e2ln1d1t,13.42671,52.46382,Robinie,ROBINIE,Mariendorfer Weg,48,2961,2000.0,19,Neukölln,2020-05-25 11:28:15.1955+00,5,20
_0e5v4bb1t,13.45776,52.54674,Winter-Linde,LINDE,Gounodstraße,undefined,41056,1941.0,78,Pankow,2020-08-10 18:08:49.725275+00,50,200
_0enbnsrkf,13.463679999999998,52.518530000000005,Pflaumenblättriger Weiss-Dorn,WEIßDORN,undefined,undefined,60114,2016.0,3,Friedrichshain-Kreuzberg,2020-07-24 05:02:39.912138+00,50,300
_0epuygrgg,13.529229999999998,52.49065,Säulen-Rot-Ahorn,AHORN,Rheinpfalzallee,undefined,31SB24,2017.0,2,Lichtenberg,2020-05-22 08:07:34.288821+00,50,50
_0es7q89bu,13.481589999999999,52.49953000000001,Spitz-Ahorn,AHORN,Schlichtallee,undefined,29SB16,1965.0,54,Lichtenberg,2020-05-31 08:40:58.514535+00,25,100
_0eymialcm,13.43416,52.516909999999996,Österreichische Schwarzkiefer,KIEFER,undefined,undefined,60412,1985.0,34,Friedrichshain-Kreuzberg,2020-06-16 08:48:54.54177+00,5,5
_0fpr74jfu,13.463,52.51439,Amberbaum,AMBERBAUM,Mainzer Straße,undefined,MAINZER,2013.0,6,Friedrichshain-Kreuzberg,2020-07-07 18:06:45.253966+00,50,50
_0g4tw75op,13.38309,52.561780000000006,Zierapfel 'Evereste',APFEL,Fordoner Straße,5,361801,2014.0,5,Mitte,2020-09-07 13:22:05.683478+00,50,150
_0g5io5lma,13.4667,52.51716999999999,Chinesische Wild-Birne,BIRNE,Schreinerstraße,undefined,SCHREIN,1999.0,20,Friedrichshain-Kreuzberg,2020-05-26 17:01:09.317492+00,10,70
_0gfxxlipm,13.34264,52.46941999999999,"Berg-Ahorn, Weiss-Ahorn",AHORN,Begasstraße,3,17897,1988.0,31,Tempelhof-Schöneberg,2020-08-08 21:20:17.214478+00,50,250
_0gwn4m9ny,13.403920000000001,52.50937,Säulenförmiger Spitz-Ahorn,AHORN,Seydelstraße,12,193100,2016.0,3,Mitte,2020-08-16 18:09:07.833955+00,10,60
_0h8r7jn5j,13.447870000000002,52.486430000000006,Italienische Pyramiden-Pappel,PAPPEL,undefined,undefined,414.900,2014.0,5,Neukölln,2020-05-20 18:24:54.496691+00,50,50
_0hjk0kr2x,13.33295,52.48976,Sommer-Linde,LINDE,Prinzregentenstraße,11,03545,1977.0,42,Charlottenburg-Wilmersdorf,2020-08-13 13:52:37.063734+00,25,75
_0ho9jps4d,13.41729,52.50066999999999,Kleinkronige Winter-Linde,LINDE,Dresdener Straße,undefined,06096,2009.0,10,Friedrichshain-Kreuzberg,2020-06-06 11:09:51.571108+00,50,50
_0hy56eioe,13.37023,52.54178,Großblättrige Sommerlinde,LINDE,Schönwalder Straße,17,364400,2015.0,4,Mitte,2020-09-22 11:41:34.782141+00,50,150
_0hzgized3,13.39342,52.38885,Baum-Hasel,HASEL,Wünsdorfer Straße,94,4957,2013.0,6,Tempelhof-Schöneberg,2020-08-12 13:03:45.970923+00,10,10
_0i4splnrb,13.253329999999998,52.52081,Winter-Linde,LINDE,Westendallee,76,04813,1950.0,69,Charlottenburg-Wilmersdorf,2020-06-29 17:27:41.68867+00,25,75
_0iakdelxm,13.41325,52.553999999999995,Winter-Linde,LINDE,Bornholmer Straße,undefined,06087,1993.0,26,Pankow,2020-08-17 12:47:56.413712+00,50,50
_0j0s58dnh,13.32448,52.59265,Gemeine Rosskastanie,ROSSKASTANIE,undefined,undefined,00998,1890.0,129,Reinickendorf,2020-08-23 16:47:38.56933+00,50,50
_0j3uswo9v,13.30275,52.516180000000006,Winter-Linde 'Greenspire',LINDE,Gierkezeile,38,01552,2005.0,14,Charlottenburg-Wilmersdorf,2020-05-19 14:06:01.638153+00,50,325
_0jbrwy1ic,13.3789,52.491690000000006,Echter Rotdorn,WEIßDORN,Yorckstraße,undefined,04977,2009.0,10,Friedrichshain-Kreuzberg,2020-06-11 11:05:19.340088+00,50,300
_0jifekn6p,13.44788,52.49275,Winter-Linde 'Greenspire',LINDE,Kiefholzstraße,undefined,10294,2000.0,19,Treptow-Köpenick,2020-06-14 18:10:08.42384+00,5,20
_0jigg4bce,13.428729999999998,52.49018,Winter-Linde,LINDE,Lenaustraße,14,2738,1975.0,44,Neukölln,2020-08-08 15:36:13.867573+00,5,5
_0k3xbmekx,13.52885,52.48175,Silber-Linde,LINDE,Drachenfelsstraße,7,31SB07,2004.0,15,Lichtenberg,2020-07-19 21:00:26.093471+00,25,160
_0k5bg6f5h,13.47081,52.51718,Pflaumenblättriger Weiss-Dorn,WEIßDORN,undefined,undefined,60114,2013.0,6,Friedrichshain-Kreuzberg,2020-05-22 05:26:00.286664+00,10,160
_0ka0gs97a,13.52946,52.47891,Winter-Linde,LINDE,Am Carlsgarten,undefined,32SB01,2008.0,11,Lichtenberg,2020-07-20 09:19:27.092161+00,50,200
_0kg90fx24,13.40385,52.55348000000001,Säulenförmiger Spitz-Ahorn,AHORN,Czarnikauer Straße,undefined,40535,2016.0,3,Pankow,2020-06-18 18:27:41.777325+00,5,55
_0kxgnjhap,13.332970000000001,52.50167,Japanischer Schnurbaum,undefined,Rankestraße,24,03598,2005.0,14,Charlottenburg-Wilmersdorf,2020-06-27 06:10:15.406366+00,50,880
_0lmh6v8cg,13.3123,52.46276999999999,Winter-Linde,LINDE,Paulsenstraße,45a,3419,1945.0,74,Steglitz-Zehlendorf,2020-05-22 11:09:28.931762+00,50,50
_0ln1hhgfw,13.378429999999998,52.458780000000004,Spitz-Ahorn,AHORN,Friedrich-Wilhelm-Straße,30,1404,1964.0,55,Tempelhof-Schöneberg,2020-08-13 18:10:31.368877+00,25,25
_0lo5xxm44,13.41041,52.55146,Hainbuche,HAINBUCHE,Seelower Straße,undefined,42665,1980.0,39,Pankow,2020-06-06 11:19:43.477584+00,50,200
_0m2quj2tw,13.31119,52.501059999999995,Ahornblättrige Platane,PLATANE,Giesebrechtstraße,9,01553,1970.0,49,Charlottenburg-Wilmersdorf,2020-06-04 12:11:39.951069+00,25,25
_0mr76syp2,13.324470000000002,52.46771999999999,Spitz-Ahorn,AHORN,Odenwaldstraße,21,17838,2000.0,19,Tempelhof-Schöneberg,2020-06-10 15:35:04.708464+00,50,200
_0mwbjys3l,13.32286,52.47513000000001,"Berg-Ahorn, Weiss-Ahorn",AHORN,Offenbacher Straße,30,17716,1963.0,56,Tempelhof-Schöneberg,2020-08-23 16:50:32.334469+00,25,25
_0nfzb88ek,13.26569,52.53655,Feld-Ulme,ULME,Nonnendammallee,80,03260-Str,1936.0,83,Spandau,2020-05-19 15:49:32.77747+00,25,125
_0o6jj9ar4,13.42668,52.4953,Spitz-Ahorn,AHORN,Lausitzer Straße,undefined,02720,1982.0,37,Friedrichshain-Kreuzberg,2020-09-19 14:37:45.757035+00,50,50
_0o802b2fu,13.4047,52.54914,Rot-Ahorn,AHORN,Ystader Straße,undefined,43635,2012.0,7,Pankow,2020-08-19 20:45:13.857273+00,5,455
_0o8s33g6o,13.458820000000001,52.52276,Rotblühende Rosskastanie,ROSSKASTANIE,undefined,undefined,80101,2007.0,12,Pankow,2020-09-13 16:10:32.032893+00,50,80
_0ok0gewb6,13.302579999999999,52.505669999999995,Winter-Linde,LINDE,Kaiser-Friedrich-Straße,ggü. 54A,02288,1992.0,27,Charlottenburg-Wilmersdorf,2020-08-13 11:42:59.516041+00,50,100
_0onf9fwqe,13.3418,52.528169999999996,Hainbuche,HAINBUCHE,Bugenhagenstraße,10,221020,1980.0,39,Mitte,2020-05-21 21:40:27.516991+00,5,105
_0ow2qovmd,13.33421,52.490230000000004,Robinie,ROBINIE,Helmstedter Straße,7,01932,1966.0,53,Charlottenburg-Wilmersdorf,2020-06-26 08:48:02.333127+00,25,375
_0p12jwio5,13.52975,52.4901,Eschen-Ahorn,AHORN,Rheinpfalzallee,undefined,31SB24,1965.0,54,Lichtenberg,2020-08-04 07:30:23.704303+00,50,150
_0pvr79163,13.37375,52.47275,Japanische Zierkirsche 'Kanzan',undefined,Hoeppnerstraße,80,2037,2018.0,1,Tempelhof-Schöneberg,2020-08-08 18:57:26.777178+00,50,350
_0pzr6bhao,13.31931,52.59015,"Sommer-Eiche, Stiel-Eiche",EICHE,Triftstraße,68,04550-Str,2016.0,3,Reinickendorf,2021-04-10 18:21:07.168845+00,10,20
_0q86h5dbp,13.52808,52.490790000000004,Kleinkronige Winter-Linde,LINDE,Treskowallee,undefined,31SB37,2013.0,6,Lichtenberg,2020-08-13 10:02:02.863359+00,25,75
_0qbmon4dp,13.46631,52.50581,Linde,LINDE,Sonntagstraße,undefined,SONNTAGS,2018.0,0,Friedrichshain-Kreuzberg,2020-08-17 08:04:18.170487+00,25,25
_0qjy2jpkp,13.32748,52.467130000000004,Gemeine Rosskastanie,ROSSKASTANIE,Fröaufstraße,2,17884,1998.0,21,Tempelhof-Schöneberg,2020-07-03 06:36:31.885398+00,50,720
_0qo6fzdx6,13.443470000000001,52.486880000000006,Winter-Linde,LINDE,Bouchéstraße,45,6088,1972.0,47,Neukölln,2020-08-07 20:22:23.202929+00,25,150
_0qwnkia0b,13.328370000000001,52.47935,Spitz-Ahorn,AHORN,Bundesplatz,undefined,06945,1966.0,53,Charlottenburg-Wilmersdorf,2020-06-24 17:28:01.068806+00,10,10
_0rdnm505q,13.33274,52.44022,Eingriffliger Weissdorn,WEIßDORN,Mozartstraße,undefined,003135,1999.0,20,Steglitz-Zehlendorf,2020-05-20 15:11:38.762591+00,25,25
_0rnp551xl,13.31417,52.5074,Kaiser-Linde,LINDE,Leibnizstraße,31,02732,1987.0,32,Charlottenburg-Wilmersdorf,2020-08-15 20:49:04.769712+00,50,150
_0rssasrtu,13.326189999999999,52.52644,"Berg-Ahorn, Weiss-Ahorn",AHORN,Erasmusstraße,7,241300,1990.0,29,Mitte,2020-05-23 12:17:37.256116+00,50,400
_0rwkpapy0,13.43002,52.48791,Winter-Linde,LINDE,Weserstraße,14,4809,1985.0,34,Neukölln,2020-06-16 18:26:27.835855+00,10,45
_0rwo0x5m0,13.43864,52.535140000000006,Winter-Linde,LINDE,Bötzowstraße,undefined,40403,2011.0,8,Pankow,2020-08-13 20:23:12.240446+00,50,50
_0rzxesfwp,13.32412,52.47598000000001,Geschlitzter Silber-Ahorn,AHORN,Stubenrauchstraße,35,17819,1920.0,99,Tempelhof-Schöneberg,2020-06-16 09:03:17.867047+00,50,570
_0s50r0vup,13.315629999999999,52.454319999999996,Rotblühende Rosskastanie,ROSSKASTANIE,Wulffstraße,14,4964,2015.0,4,Steglitz-Zehlendorf,2020-07-12 18:49:40.872272+00,25,250
_0s92sfqet,13.52343,52.484880000000004,Winter-Linde,LINDE,Dorotheastraße,undefined,30SB04,1975.0,44,Lichtenberg,2020-06-19 05:12:02.515637+00,50,50
_0snjhupqr,13.26835,52.509969999999996,Rotblühende Rosskastanie,ROSSKASTANIE,Kastanienallee,22,02345,2003.0,16,Charlottenburg-Wilmersdorf,2020-08-06 11:16:23.335353+00,25,25
_0sp6elv7r,13.499170000000001,52.57115,Dreidorniger Lederhülsenbaum,GLEDITSCHIE,Ribnitzer Straße,undefined,08SB04,1990.0,29,Lichtenberg,2020-05-19 16:05:47.603333+00,5,55
_0spgwq0l6,13.38318,52.558569999999996,Japanische Zierkirsche 'Kanzan',undefined,undefined,undefined,301010,1995.0,24,Mitte,2020-09-01 12:37:35.103467+00,50,250
_0tpanx7tx,13.52475,52.56469,Spitz-Ahorn,AHORN,Vincent-van-Gogh-Straße,undefined,04SB06,1995.0,24,Lichtenberg,2020-06-04 17:01:33.153632+00,5,5
_0ttgy2y5n,13.418510000000001,52.55453000000001,Kaiser-Linde,LINDE,Trelleborger Straße,undefined,43338,2004.0,15,Pankow,2020-06-02 17:27:45.809834+00,25,55
_0tzn2jpd8,13.38229,52.46781,Sommer-Linde,LINDE,Sennockstraße,19,4146,1992.0,27,Tempelhof-Schöneberg,2020-06-02 17:31:01.322554+00,10,70
_0u326rtd9,13.344320000000002,52.4653,Winter-Linde,LINDE,Rubensstraße,106,17730,1977.0,42,Tempelhof-Schöneberg,2020-06-11 21:55:45.121164+00,10,50
_0ucitg079,13.32959,52.46454,Baum-Hasel,HASEL,Schöneberger Straße,14,3999,2000.0,19,Steglitz-Zehlendorf,2020-06-03 16:15:40.805794+00,25,25
_0v62o4iwe,13.44341,52.48678,Winter-Linde,LINDE,Bouchéstraße,53,6088,1980.0,39,Neukölln,2020-08-14 07:40:05.371533+00,50,150
_0vosg1zpf,13.31655,52.41825,Resista Ulme 'Rebona',ULME,Blanckertzweg,undefined,000598,2019.0,0,Steglitz-Zehlendorf,2020-06-14 12:02:28.98997+00,50,325
_0wainrptp,13.415560000000001,52.5017,Silber-Linde,LINDE,undefined,undefined,50036,1921.0,98,Friedrichshain-Kreuzberg,2020-06-06 11:13:32.272105+00,10,10
_0wbmtvij1,13.29902,52.51696999999999,Spitz-Ahorn,AHORN,Schustehrusstraße,31-41,04054,1980.0,39,Charlottenburg-Wilmersdorf,2020-06-01 08:17:00.232918+00,10,10
_0wcm4yusz,13.375329999999998,52.55249,Winter-Linde,LINDE,Uferstraße,23,378400,1967.0,52,Mitte,2020-08-24 10:07:18.043876+00,50,300
_0wl97wynv,13.389289999999999,52.58696,Kleinkronige Winter-Linde,LINDE,Friedrich-Engels-Straße,undefined,40899,2014.0,5,Pankow,2020-06-01 12:03:06.953881+00,25,25
_0wlder2hg,13.436729999999999,52.49785,Gewöhnliche Esche,ESCHE,Görlitzer Straße,undefined,01596,1972.0,47,Friedrichshain-Kreuzberg,2020-07-11 20:29:11.22766+00,25,25
_0wo72t512,13.4359,52.51939,"Berg-Ahorn, Weiss-Ahorn",AHORN,undefined,undefined,60136,1980.0,39,Friedrichshain-Kreuzberg,2020-08-19 08:48:02.598625+00,50,50
_0x312epz8,13.44541,52.480259999999994,Linde,LINDE,Stuttgarter Straße,54,,1985.0,34,Neukölln,2020-05-19 14:26:31.036083+00,10,120
_0x45kkdcd,13.511270000000001,52.43643,Gefuelltblühende Vogelkirsche,undefined,Hanuschkestraße,undefined,040174,2007.0,12,Treptow-Köpenick,2020-05-20 20:03:12.242133+00,50,600
_0x5h1lym8,13.38766,52.48396999999999,"Sommer-Eiche, Stiel-Eiche",EICHE,Platz der Luftbrücke,4,7114,1968.0,51,Tempelhof-Schöneberg,2020-05-20 08:02:43.175208+00,25,25
_0x89ya2xa,13.30292,52.52404,Ahornblättrige Platane,PLATANE,Mierendorffstraße,24,03074,1969.0,50,Charlottenburg-Wilmersdorf,2020-06-10 19:46:50.117638+00,50,50
_0xcxyode8,13.5157,52.48483,Ahornblättrige Platane,PLATANE,Grimnitzstraße,undefined,32SB14,1983.0,36,Lichtenberg,2020-06-04 18:09:57.722802+00,25,25
_0xkog8few,13.361270000000001,52.501430000000006,Kleinkronige Winter-Linde,LINDE,Pohlstraße,87,219620,2006.0,13,Mitte,2020-05-22 17:28:03.475613+00,25,75
_0xxngzmi6,13.429179999999999,52.535109999999996,Rot-Ahorn,AHORN,Christburger Straße,undefined,40518,1999.0,20,Pankow,2020-05-22 05:48:07.016854+00,25,25
_0xy1e7qnf,13.311689999999999,52.5009,Ahornblättrige Platane,PLATANE,Giesebrechtstraße,10,01553,1961.0,58,Charlottenburg-Wilmersdorf,2020-06-05 08:47:28.292624+00,50,50
_0y07y02ve,13.46894,52.51801,Winter-Linde,LINDE,Voigtstraße,undefined,VOIGT,1999.0,20,Friedrichshain-Kreuzberg,2020-07-19 20:10:27.368191+00,25,25
_0z18m4yx5,13.37369,52.53091,Holländische Linde,LINDE,Scharnhorststraße,1,191000,1962.0,57,Mitte,2020-05-22 10:29:50.462429+00,50,350
_0zewj6ts3,13.468370000000002,52.512330000000006,Kaiser-Linde,LINDE,Finowstraße,32,FINOWSTR,2015.0,4,Friedrichshain-Kreuzberg,2020-07-19 13:07:56.209095+00,25,25
_0zpicnlyz,13.354220000000002,52.542790000000004,Feld-Ulme,ULME,Triftstraße,50,30668,1960.0,59,Mitte,2020-05-19 19:36:42.727828+00,10,35
_0zr0js07f,13.348220000000001,52.554019999999994,Winter-Linde,LINDE,Türkenstraße,22,30574,1970.0,49,Mitte,2020-06-05 20:05:04.685738+00,5,5
_0zzl0dhmk,13.466429999999999,52.551069999999996,Ahornblättrige Platane,PLATANE,Indira-Gandhi-Straße,undefined,41774,1992.0,27,Pankow,2020-05-26 14:40:54.152241+00,10,45
_109wef9fp,13.45495,52.523709999999994,Winter-Linde 'Greenspire',LINDE,Hausburgstraße,undefined,HAUSBURG,1998.0,21,Friedrichshain-Kreuzberg,2020-05-24 14:52:58.308201+00,50,50
_10j814pnp,13.414629999999999,52.544380000000004,Esche,ESCHE,Greifenhagener Straße,undefined,41076,2003.0,16,Pankow,2020-07-07 13:38:56.471736+00,50,155
_10m2pvjkh,13.34821,52.493669999999995,Gemeine Rosskastanie,ROSSKASTANIE,Lindauer Straße,undefined,17694,1942.0,77,Tempelhof-Schöneberg,2020-07-08 09:22:16.733875+00,50,1550
_10tcyrl4p,13.46306,52.50625,Krim-Linde,LINDE,Simplonstraße,undefined,SIMPLONS,1953.0,66,Friedrichshain-Kreuzberg,2020-06-12 19:06:08.687559+00,50,100
_10wlh556w,13.31642,52.47583,Amerikanische Linde,LINDE,Offenbacher Straße,16,03302,1979.0,40,Charlottenburg-Wilmersdorf,2020-05-22 14:16:55.148657+00,25,90
_110wm1hiu,13.474479999999998,52.5044,Winter-Linde,LINDE,Schreiberhauer Straße,undefined,,2002.0,17,Lichtenberg,2020-08-09 11:19:35.193917+00,25,185
_111nperl7,13.3249,52.49114,"Sommer-Eiche, Stiel-Eiche",EICHE,Holsteinische Straße,19,02067,1995.0,24,Charlottenburg-Wilmersdorf,2020-07-10 17:35:45.884353+00,25,25
_11bi2x2n3,13.475729999999999,52.505959999999995,Winter-Linde,LINDE,Schreiberhauer Straße,undefined,23SB11,2002.0,17,Lichtenberg,2020-08-16 21:16:03.888678+00,10,10
_1251kc0a0,13.41196,52.542519999999996,Winter-Linde,LINDE,Schönhauser Allee,undefined,42616,1994.0,25,Pankow,2020-05-20 19:35:43.447343+00,25,100
_12egnlo90,13.381739999999999,52.491569999999996,Rot-/Weißdorn,WEIßDORN,Hagelberger Straße,undefined,01792,2003.0,16,Friedrichshain-Kreuzberg,2020-08-21 02:52:25.662112+00,50,75
_12ne706r2,13.47855,52.50365,Spitz-Ahorn,AHORN,Spittastraße,31/33,23SB12,2008.0,11,Lichtenberg,2020-05-20 10:11:14.347324+00,50,350
_12riwyzop,13.393220000000001,52.494,Chinesische Wild-Birne,BIRNE,Solmsstraße,undefined,04212,2007.0,12,Friedrichshain-Kreuzberg,2020-05-20 17:17:16.374638+00,10,10
_12x822k4t,13.51162,52.436409999999995,Gefuelltblühende Vogelkirsche,undefined,Hanuschkestraße,undefined,040174,2007.0,12,Treptow-Köpenick,2020-05-20 20:02:49.046544+00,50,600
_12y00a47h,13.304879999999999,52.49365,Spitz-Ahorn,AHORN,Eisenzahnstraße,50,01110,1979.0,40,Charlottenburg-Wilmersdorf,2020-06-01 19:28:11.477373+00,50,100
_135cht5hp,13.3396,52.523559999999996,Säulen-Weiss-Dorn,WEIßDORN,Krefelder Straße,8,243400,2015.0,4,Mitte,2020-05-21 17:56:47.992784+00,50,125
